left_no,cyl_sys_id,legacy_name,legacy_type,new_product_code,cost_type,in_orion_scope,final_metric,final_status,cause_layer,cause_note,legacy_final,new_final,rm_rate_L,rm_rate_N,rm_landed_L,rm_landed_N,waste_L,waste_N,rm_norm_L,rm_norm_N,fixed_total_L,fixed_total_N,cap_pack_L,cap_pack_N,oil_L,oil_N,mb_cost_L,mb_cost_N,legacy_modified
10150,20250430000000000000002208362,POY 380/108/TBL/DBR/SIM/NS/2/O,POY,CSTPOY2606003039,ACTUAL,Y,CAP_WITH_QLOSS,differ,PACKING,biaya packing berbeda,1.3419,1.2737223357353222,1.0588,1.08382,1.0838,1.08382,.02,0.02,1,1.0004,.1508,0.15088317584530367,.0078,0.015397174463547915,.0152,0.01307955,.0759,0.07781984,2026-09-01
10151,20250430000000000000002208490,PTY 480/216/TBL/DBR/LIM/GTDH/N/1/S,PTY,CSTPTY2606004901,ACTUAL,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5415,1.254274145507723,1.3419,1,1.3419,1,.008,0.008,1.008,1.008,.1439,0.14284678521484873,.0177,0.01701388888888889,.0451,0.05061,,,2026-09-01
10152,20250430000000000000002208617,TTY 480/216-120/TBL/DBR/NI/ACDH/SN/1/S,TTY,CSTTTY2606000111,ACTUAL,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6822,1.1136918083177259,1.5415,1,1.5415,1,.004,0.004,1.004,1.004,.084,0.08363026583182294,.0197,0.013944223107569723,0,0,,,2026-09-01
10153,20250430000000000000002208744,POY 320/144/RND/SD/SIM/NS/1/O,POY,CSTPOY2606003215,ACTUAL,Y,CAP_WITH_QLOSS,differ,PACKING,biaya packing berbeda,1.2869,1.2959865916269413,1.036,1.054714,1.0547,1.054714,.01,0.01,1.01,1.01,.1957,0.19567661867437822,.0078,0.015250825082508253,.0109,0.009512399999999999,0,0,2026-09-01
10154,20250430000000000000002208872,POY 160/36/RND/RBSD/SIM/NS/1/O,POY,CSTPOY2606003528,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5126,1.5215998166484994,1.0161,1.07312,1.0471,1.07312,.05,0.05,1.0126,1.0172,.3547,0.39135323734875643,.0078,0.015142875868396907,.0116,0.01070145,.0674,0.07687008,2025-10-01
10155,20250430000000000000002209000,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000718,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.659,1.365694311643281,1.3242,1,1.3242,1,.01,0.01,1.01,1.01,.2942,0.29468109082713545,.022,0.009040034438226431,.0329,0.037114,,,2025-05-01
10156,20250430000000000000002209127,PTY 190/288/RND/DSD/IM/DH/N/1/Z,PTY,CSTPTY2606004642,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5157,1.4818685638963032,1.0807,1,1.0807,1,.01,0.01,1.01,1.01,.3492,0.3428322845156369,.0227,0.010081008100810081,.0453,0.05061,,,2025-07-01
10157,20250430000000000000002209254,PTY 300/72/RND/BSD/HIM/DH/N/4/2Z2S,PTY,CSTPTY2606000970,ACTUAL,N,CAP_WITH_QLOSS,differ,FIXED_COST,fixed cost per kg berbeda,1.3315,1.3524804231333056,1.0009,1,1.0009,1,.007,0.007,1.007,1.007,.217,0.2136437908496732,.0218,0.010742980951521172,.0271,0.030366,,,2025-09-01
10158,20250430000000000000002209381,PTY 300/96/TBL/BR/SIM/LSDH/N/4/SSSS,PTY,CSTPTY2606002482,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.2918,1.3359947648924164,.9884,1,.9884,1,.007,0.007,1.007,1.007,.2411,0.2373819898329702,.0216,0.010616592940326805,.0328,0.037114,,,2025-05-01
10159,20250430000000000000002209508,PTY 150/48/RND/BRT/NI/DH/N/1/Z,PTY,CSTPTY2606002504,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4513,1.401894154185072,1.0948,1,1.0948,1,.01,0.01,1.01,1.01,.3203,0.3170745149911816,.0137,0.009642703400774862,.0452,0.05061,,,2026-05-02
1016,20211002888,PTY 600/288/RND/DBR/SIM/ACDH/ST/1/Z,PTY,CSTPTY2606003999,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7398,1.3452675373687848,1.3847,1,1.3847,1,.02,0.015,1.02,1.015,.2245,0.22444600499375783,.064,0.03448275862068966,.0297,0.028679,,,2022-12-01
10160,20250430000000000000002209635,PTY 160/48/RND/SD/NI/GTDH/N/1/Z,PTY,CSTPTY2606002491,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3533,1.2826247668322432,1.0714,1,1.0714,1,.006,0.006,1.006,1.006,.2486,0.24512059609511344,.0199,0.00974155069582505,.0074,0.008435,,,2025-06-01
10161,20250430000000000000002209762,PTY 200/72/RND/SD/NI/GTDH/N/1/Z,PTY,CSTPTY2606002489,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.2836,1.2659457255545434,1.0329,1,1.0329,1,.006,0.006,1.006,1.006,.2194,0.21638231931154842,.0208,0.010165096378252225,.0179,0.020243999999999998,,,2025-06-01
10162,20250501000000000000002210403,POY 250/48/TBL/DBR/SIM/NS/2/O,POY,CSTPOY2606001874,ACTUAL,Y,CAP_WITH_QLOSS,differ,PACKING,biaya packing berbeda,1.6299,1.3504014440780623,1.0588,1.08382,1.0838,1.08382,.022,0.022,.9786,0.9795,.2505,0.2504660719032041,.0078,0.01572571039646078,.0138,0.0118905,.2831,0.2982565,2026-09-01
1017,20211002889,PTY 600/288/RND/DBR/SIM/ACDH/ST/1/Z,PTY,CSTPTY2606003998,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7096,1.3452675373687848,1.356,1,1.356,1,.02,0.015,1.02,1.015,.2245,0.22444600499375783,.064,0.03448275862068966,.0297,0.028679,,,2022-12-01
10174,20250924000000000000002479101,PTY 170/48/RND/SD/SIM/DH/N/2/SZ,PTY,CSTPTY2606005069,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.376,1.323329579043587,1.0546,1,1.0546,1,.006,0.006,1.006,1.006,.254,0.2460818533347021,.0217,0.010627146213627328,.015,0.01687,,,2025-11-01
1018,20211002890,PTY 600/288/RND/DBR/SIM/ACDH/ST/1/Z,PTY,CSTPTY2606003997,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6927,1.3452675373687848,1.3399,1,1.3399,1,.02,0.015,1.02,1.015,.2245,0.22444600499375783,.064,0.03448275862068966,.0297,0.028679,,,2022-12-01
1019,20211002891,PTY 600/288/RND/DBR/SIM/ACDH/ST/1/Z,PTY,CSTPTY2606003996,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8577,1.3452675373687848,1.497,1,1.497,1,.02,0.015,1.02,1.015,.2245,0.22444600499375783,.064,0.03448275862068966,.0297,0.028679,,,2022-12-01
10197,20250530000000000000002243868,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606001152,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.358,1.336380972205721,1.0193,1.054714,1.0381,1.054714,.012,0.012,.9985,0.9987,.2475,0.247496118481427,.0078,0.015423383732185174,.0104,0.009512399999999999,.0471,0.047951820000000006,2026-08-02
10198,20250630000000000000002305337,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606001153,ACTUAL,Y,CAP_WITH_QLOSS,differ,PACKING,biaya packing berbeda,1.3708,1.3359619408190486,1.036,1.054714,1.0547,1.054714,.012,0.012,.9981,0.9983,.2475,0.247496118481427,.0078,0.01542956359143878,.0109,0.009512399999999999,.0429,0.044372930000000005,2026-09-01
102,20211003244,PTY 225/144/TBL/DBR/NI/DH/N/2/SS,PTY,CSTPTY2606002195,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5444,1.3362639747984544,1.2581,1,1.2581,1,.008,0.008,1.008,1.008,.2428,0.250321985519354,.0299,0.014756944444444448,.0517,0.05061,,,2022-12-01
1020,20211002892,PTY 600/288/RND/DBR/SIM/ACDH/ST/1/Z,PTY,CSTPTY2606003995,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6447,1.3452675373687848,1.2942,1,1.2942,1,.02,0.015,1.02,1.015,.2245,0.22444600499375783,.064,0.03448275862068966,.0297,0.028679,,,2022-12-01
10201,20250630000000000000002309428,PTY 150/48/RND/DSD-SD/HIM/DH/N/2/SZ,MELANGE,CSTPTY2606002239,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5066,2.477950263586711,1.1052,2,1.1052,2,.007,0.007,1.007,1.007,.2859,0.32868275515334344,.0209,0.00926845415425356,.0331,0.037114,,,2025-10-01
10202,20250630000000000000002309555,PTY 150/48/RND/DSD-SD/HIM/DH/N/2/SZ,MELANGE,CSTPTY2606002240,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5482,2.477950263586711,1.1458,2,1.1458,2,.007,0.007,1.007,1.007,.2859,0.32868275515334344,.0209,0.00926845415425356,.0331,0.037114,,,2025-10-01
1021,20211002893,PTY 600/288/RND/DBR/SIM/ACDH/ST/1/Z,PTY,CSTPTY2606003994,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5396,1.3452675373687848,1.1942,1,1.1942,1,.02,0.015,1.02,1.015,.2245,0.22444600499375783,.064,0.03448275862068966,.0297,0.028679,,,2022-12-01
10211,20251201000000000000002618268,PTY 150/48/RND/SDCD/HIM/DH/N/2/SZ,MELANGE,CSTPTY2606002620,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6086,2.8066084385208545,1.0845,2.272686,1.0845,2.272686,.0065,0.0065,1.0065,1.0065,.3828,0.38030831878999416,.0217,0.008693492300049678,.0331,0.037114,,,2026-04-01
1022,20211002894,PTY 600/288/RND/DBR/SIM/ACDH/ST/1/Z,PTY,CSTPTY2606003993,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5883,1.3452675373687848,1.2405,1,1.2405,1,.02,0.015,1.02,1.015,.2245,0.22444600499375783,.064,0.03448275862068966,.0297,0.028679,,,2022-12-01
1023,20211002895,PTY 600/288/RND/DBR/SIM/ACDH/ST/1/Z,PTY,CSTPTY2606003992,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5873,1.3452675373687848,1.2396,1,1.2396,1,.02,0.015,1.02,1.015,.2245,0.22444600499375783,.064,0.03448275862068966,.0297,0.028679,,,2022-12-01
1024,20211002896,PTY 600/288/RND/BBR/SIM/ACDH/ST/1/Z,PTY,CSTPTY2606003963,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.601,1.3654480936428894,1.2395,1,1.2395,1,.02,0.02,1.02,1.02,.2245,0.2296056832694764,.064,0.03431372549019608,.0297,0.028679,,,2022-12-01
1025,20211002897,PTY 600/288/RND/DBR/SIM/ACDH/ST/1/Z,PTY,CSTPTY2606003991,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5644,1.3452675373687848,1.2177,1,1.2177,1,.02,0.015,1.02,1.015,.2245,0.22444600499375783,.064,0.03448275862068966,.0297,0.028679,,,2022-12-01
10252,20250601000000000000002259845,POY 250/48/RND/SD-FR/SIM/NS/2/O,POY,CSTPOY2606001835,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.4321,1.3293658952348344,.8077,1.054714,.8215,1.054714,.025,0.025,.9174,0.9879999999999999,.227,0.2504660719032041,.0078,0.015590418353576252,.0119,0.01070145,1.4049,0.5502714000000001,2025-06-02
10253,20250530000000000000002247581,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000719,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6423,1.365694311643281,1.3035,1,1.3035,1,.01,0.01,1.01,1.01,.2942,0.29468109082713545,.0227,0.009040034438226431,.0332,0.037114,,,2026-03-03
10254,20250530000000000000002247708,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000720,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4799,1.365694311643281,1.1512,1,1.1512,1,.01,0.01,1.01,1.01,.2942,0.29468109082713545,.022,0.009040034438226431,.0329,0.037114,,,2025-06-01
10256,20250530000000000000002247835,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000721,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6671,1.365694311643281,1.3317,1,1.3317,1,.01,0.01,1.01,1.01,.2942,0.29468109082713545,.022,0.009040034438226431,.0332,0.037114,,,2025-07-01
10257,20250530000000000000002247962,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000722,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4863,1.365694311643281,1.1574,1,1.1574,1,.01,0.01,1.01,1.01,.2942,0.29468109082713545,.022,0.009040034438226431,.0329,0.037114,,,2025-06-01
10258,20250530000000000000002248089,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000723,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6232,1.365694311643281,1.2961,1,1.2961,1,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-06-01
10259,20250530000000000000002248216,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000724,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4937,1.365694311643281,1.1646,1,1.1646,1,.01,0.01,1.01,1.01,.2942,0.29468109082713545,.022,0.009040034438226431,.0329,0.037114,,,2025-06-01
1026,20211002898,PTY 600/288/RND/DBR/SIM/ACDH/ST/1/Z,PTY,CSTPTY2606003990,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5908,1.3452675373687848,1.2429,1,1.2429,1,.02,0.015,1.02,1.015,.2245,0.22444600499375783,.064,0.03448275862068966,.0297,0.028679,,,2022-12-01
10260,20250530000000000000002249236,POY 125/48/TBL/DBR/SIM/NS/2/O,POY,CSTPOY2606002832,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5355,1.627311740740446,.8205,1.08382,.8343,1.08382,.022,0.022,.9934,1.0022,.454,0.5009321438064082,.0078,0.015369520388478683,.0132,0.0118905,.2224,0.1838727,2025-06-01
10261,20250601000000000000002259973,PTY 250/72/RND/SD/HIM/DH/N/1/Z,PTY,CSTPTY2606002488,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.2816,1.324382045518489,.9806,1,.9806,1,.007,0.007,1.007,1.007,.2026,0.19720965309200605,.02,0.00973187686196624,.0254,0.028679,,,2025-06-01
10263,20250601000000000000002260100,PTY 160/48/RND/BRT/NI/DH/N/1/Z,PTY,CSTPTY2606002503,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4281,1.3818689168476603,1.0857,1,1.0857,1,.01,0.01,1.01,1.01,.3027,0.2972573578042328,.0217,0.009642703400774862,.0449,0.05061,,,2025-06-01
10266,20250601000000000000002260227,PTY 300/96/RND/SD-FR/LIM/SH/N/1/Z,PTY,CSTPTY2606002505,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.7595,1.3014301484256698,2.4321,1,2.4321,1,.008,0.008,1.008,1.008,.2206,0.21712711352657005,.0218,0.010101010101010102,.0254,0.028679,,,2025-06-02
10267,20250601000000000000002260354,PTY 150/48/RND/SD-FR/LIM/DH/N/1/Z,PTY,CSTPTY2606002506,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.8884,1.4264355016402055,2.4267,1,2.4267,1,.008,0.008,1.008,1.008,.347,0.34146486229819567,.0242,0.009469696969696968,.0254,0.028679,,,2025-06-02
10268,20250601000000000000002260481,POY 250/48/RND/SD-FR/SIM/NS/1/O,POY,CSTPOY2606001477,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.6229,1.2470923356425034,1.0193,1.054714,1.0381,1.054714,.025,0.025,.9123,0.9149999999999999,.2445,0.24459577334297275,.0078,0.01683424408014572,.0119,0.01070145,1.3781,1.385494,2026-08-02
1027,20211002899,PTY 600/288/RND/DBR/SIM/ACDH/ST/1/Z,PTY,CSTPTY2606003989,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5909,1.3452675373687848,1.243,1,1.243,1,.02,0.015,1.02,1.015,.2245,0.22444600499375783,.064,0.03448275862068966,.0297,0.028679,,,2022-12-01
10270,20250530000000000000002244125,POY 250/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606001154,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7265,1.3012003362087345,1.0193,1.054714,1.0381,1.054714,.012,0.012,.9645,0.9651,.2475,0.247496118481427,.0078,0.01596034953200014,.0104,0.009512399999999999,.4436,0.44730406,2026-08-02
10271,20250531000000000000002258060,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000725,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6892,1.365694311643281,1.3598,1,1.3598,1,.01,0.01,1.01,1.01,.2918,0.29468109082713545,.0139,0.009040034438226431,.0332,0.037114,,,2026-07-01
10272,20250530000000000000002244509,PTY 150/48/RND/DSD/NI/DH/N/1/Z,PTY,CSTPTY2606000726,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5473,1.365694311643281,1.2163,1,1.2163,1,.01,0.01,1.01,1.01,.2942,0.29468109082713545,.022,0.009040034438226431,.0329,0.037114,,,2025-06-01
10273,20250531000000000000002258187,PTY 165/36/RND/OSD/NI/DH/N/1/Z,PTY,CSTPTY2606002507,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4051,1.3234967116372893,1.0955,1,1.0955,1,.006,0.006,1.006,1.006,.2718,0.2678919007519413,.0229,0.008470913648543524,.0253,0.028679,,,2025-06-01
10274,20250601000000000000002260609,PTY 200/72/TBL/BR/NI/DH/N/1/Z,PTY,CSTPTY2606002508,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.3342,1.3264131403225174,1.0463,1,1.0463,1,.006,0.006,1.006,1.006,.2574,0.261461969168121,.0201,0.00974155069582505,.0313,0.03542700000000001,,,2025-06-01
10276,20251101000000000000002556613,ATY 300/108/RND/DSD/N/1/S/NYLON,ATY,CSTATY2606000017,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.8143,2.5387583171457897,1.97,1.97,2.0995,1.97,.01,0.01,1.01,1.01,.4027,0.3941510695187166,.0289,0.011551155115511552,.0332,0.037114,,,2025-11-03
10277,20251101000000000000002556740,ATY 300/108/RND/DSD/N/1/S/NYLON,ATY,CSTATY2606000016,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),3.2378,2.9450963590334727,2.37,2.37,2.5195,2.37,.01,0.01,1.01,1.01,.4027,0.3941510695187166,.0289,0.011551155115511552,.0332,0.037114,,,2025-11-03
1028,20211002900,PTY 600/288/RND/DBR/SIM/ACDH/ST/1/Z,PTY,CSTPTY2606003988,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.5697,1.3452675373687848,1.2228,1,1.2228,1,.02,0.015,1.02,1.015,.2245,0.22444600499375783,.064,0.03448275862068966,.0297,0.028679,,,2022-12-01
10280,20251101000000000000002555978,ATT 300/108-300/RND/DSD/AC/DP/1/S/NYLON,TTY,CSTATT2606000163,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),3.2829,2.441493369593822,2.8143,2,2.8143,2,.01,0.01,1.01,1.01,.3139,0.37228248273304587,.0465,0.023841584158415842,0,0,,,2025-11-03
10282,20251101000000000000002556105,ATT 300/108-120/RND/DSD/AC/DP/1/S/NYLON,TTY,CSTATT2606000160,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),3.1508,2.2863143969631032,2.8143,2,2.8143,2,.01,0.01,1.01,1.01,.1844,0.21871595860566448,.0465,0.023841584158415842,0,0,,,2025-11-03
10284,20250530000000000000002244765,POY 250/48/RND/RDSD/SIM/NS/1/O,POY,CSTPOY2606003405,ACTUAL,Y,CAP_WITH_QLOSS,differ,PACKING,biaya packing berbeda,1.3856,1.358428525411554,1.0419,1.07312,1.0731,1.07312,.012,0.012,1.0019,1.002,.2475,0.247496118481427,.0078,0.015372588157019295,.0109,0.009512399999999999,.035,0.03605,2026-09-01
10285,20250630000000000000002309682,PTY 150/48/RND/RDSD/HIM/DH/N/2/SZ,PTY,CSTPTY2606004680,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8666,1.5012656419043984,1.3555,1,1.3555,1,.006,0.006,1.006,1.006,.394,0.3560729847494553,.0221,0.0094885234050244,.0256,0.028679,,,2025-07-01
10286,20250630000000000000002309809,PTY 150/48/RND/RDSD/HIM/DH/N/3/SZS,PTY,CSTPTY2606004666,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.907,1.5760904679429133,1.3555,1,1.3555,1,.006,0.006,1.006,1.006,.4334,0.4272875816993464,.0221,0.010374118922826678,.0256,0.028679,,,2025-07-01
10287,20250601000000000000002260736,PTY 200/144/RND/SD/NI/DH/N/1/Z,PTY,CSTPTY2606002511,ACTUAL,Y,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.57,1.3133166862628944,1.2869,1,1.2869,1,.006,0.006,1.006,1.006,.248,0.2465120663650075,.0133,0.010044083326130177,.033,0.037114,,,2026-09-01
10288,20250601000000000000002260863,PTY 300/192/RND/RSD/NI/DH/N/1/Z,PTY,CSTPTY2606002512,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.4648,1.2620560016766686,1.2348,1,1.2348,1,.008,0.008,1.008,1.008,.1958,0.19422162804515747,.0127,0.009606481481481483,.0331,0.037114,,,2026-08-02
10289,20250601000000000000002260990,ACY 200/144+40/RND/SD-PU/HIM/DH/N/1/ZO,ACY,CSTACY2606000041,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6292,4.772544879158094,1.4642,4.573488,1.4642,4.573488,.007,0.007,1.007,1.007,.0508,0.04961215255332903,.0284,0.01390268123138034,0,0,,,2025-06-01
1029,20211002901,PTY 600/288/RND/DBR/SIM/ACDH/ST/1/Z,PTY,CSTPTY2606003987,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.6869,1.3452675373687848,1.3344,1,1.3344,1,.02,0.015,1.02,1.015,.2245,0.22444600499375783,.064,0.03448275862068966,.0297,0.028679,,,2022-12-01
10290,20250531000000000000002258314,POY 265/48/RND/DSD/SIM/NS/1/O,POY,CSTPOY2606001564,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.2503,1.3075936983352527,.8077,1.054714,.8215,1.054714,.012,0.012,.9816,0.982,.2141,0.23628874707849443,.0078,0.015685675492192803,.0104,0.009512399999999999,.2079,0.27537300000000003,2025-06-01
10291,20250530000000000000002245022,POY 380/72/RND/BSD/SIM/NS/1/O,POY,CSTPOY2606001837,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.0349,1.2271789208624888,.8077,1.054714,.8215,1.054714,.011,0.011,.9726,0.9729999999999999,.1493,0.1647803104626343,.0078,0.015830763960260365,.0109,0.00998802,.0684,0.0681834,2025-06-01
10292,20250530000000000000002246688,ATY 300/108/RND/RBSD/1/O,ATY,CSTATY2606000025,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),2.0845,1.5196111076784065,1.546,1,1.546,1,.01,0.01,1.01,1.01,.368,0.3602456011730205,.023,0.013861386138613862,.0329,0.037114,,,2025-06-02
10295,20260102000000000000002679862,TCY 1800/3456-180/RND/SD/LIM/DH/N/1/S-Cone to Hank,CONE TO HANK,CSTTCY2606000241,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.7747,1.054110542442976,1.6953,1,1.6953,1,.007,0.007,1.007,1.007,.026,0.023098504448075527,.0121,0.01720456802383317,0,0,,,2026-02-02
10296,20260102000000000000002679606,TCY 1800/3456-180/RND/SD/LIM/DH/N/1/S-SP Dyeing,SP DYEING,CSTTCY2606000238,ACTUAL,N,CAP_WITH_QLOSS,differ,RM_COST,RM landed cost berbeda (TOP56 vs RM_LANDED_COST),1.8342,1.0628513073856523,1.7747,1,1.7747,1,0,0,1,1,.0571,0.05598738935484579,0,0,0,0,,0,2026-02-02
