input_product_code,input_type,input_product_sys_id,dipakai_oleh_n_parent,perilaku,cost_hulu_tersedia,status_cost_hulu
CSTPOY2606000331,POY,418,1,GAGAL - selalu unit_cost=1,3.026163,CALCULATED
CSTPOY2606000332,POY,419,1,GAGAL - selalu unit_cost=1,2.997796,CALCULATED
CSTPOY2606000333,POY,420,1,GAGAL - selalu unit_cost=1,3.027660,CALCULATED
CSTPOY2606000334,POY,421,1,GAGAL - selalu unit_cost=1,3.027660,CALCULATED
CSTPOY2606000335,POY,422,1,GAGAL - selalu unit_cost=1,3.027161,CALCULATED
CSTPOY2606000337,POY,424,1,GAGAL - selalu unit_cost=1,3.029056,CALCULATED
CSTPOY2606000338,POY,425,1,GAGAL - selalu unit_cost=1,3.030952,CALCULATED
CSTPOY2606000339,POY,426,1,GAGAL - selalu unit_cost=1,3.028657,CALCULATED
CSTPOY2606000340,POY,427,1,GAGAL - selalu unit_cost=1,3.017691,CALCULATED
CSTPOY2606000344,POY,431,1,GAGAL - selalu unit_cost=1,3.020481,CALCULATED
CSTPOY2606000345,POY,432,1,GAGAL - selalu unit_cost=1,3.031152,CALCULATED
CSTPOY2606000346,POY,433,1,GAGAL - selalu unit_cost=1,3.016994,CALCULATED
CSTPOY2606000348,POY,435,1,GAGAL - selalu unit_cost=1,2.987870,CALCULATED
CSTPOY2606000349,POY,436,1,GAGAL - selalu unit_cost=1,2.987870,CALCULATED
CSTPOY2606000350,POY,437,1,GAGAL - selalu unit_cost=1,3.027660,CALCULATED
CSTPOY2606000351,POY,438,1,GAGAL - selalu unit_cost=1,3.007737,CALCULATED
CSTPOY2606000352,POY,439,1,GAGAL - selalu unit_cost=1,3.007737,CALCULATED
CSTPOY2606000353,POY,440,1,GAGAL - selalu unit_cost=1,3.027660,CALCULATED
CSTPOY2606000354,POY,441,1,GAGAL - selalu unit_cost=1,3.027660,CALCULATED
CSTPOY2606000355,POY,442,1,GAGAL - selalu unit_cost=1,3.027660,CALCULATED
CSTPOY2606000357,POY,444,1,GAGAL - selalu unit_cost=1,3.027660,CALCULATED
CSTPOY2606000358,POY,445,1,GAGAL - selalu unit_cost=1,3.017691,CALCULATED
CSTPOY2606000360,POY,447,1,GAGAL - selalu unit_cost=1,2.997796,CALCULATED
CSTPOY2606000361,POY,448,1,GAGAL - selalu unit_cost=1,3.027660,CALCULATED
CSTPOY2606000362,POY,449,1,GAGAL - selalu unit_cost=1,3.027660,CALCULATED
CSTPOY2606000363,POY,450,1,GAGAL - selalu unit_cost=1,3.027660,CALCULATED
CSTPOY2606000364,POY,451,1,GAGAL - selalu unit_cost=1,3.017691,CALCULATED
CSTPOY2606000365,POY,452,1,GAGAL - selalu unit_cost=1,3.017691,CALCULATED
CSTPOY2606000367,POY,454,1,GAGAL - selalu unit_cost=1,3.032649,CALCULATED
CSTPOY2606000369,POY,456,1,GAGAL - selalu unit_cost=1,3.038840,CALCULATED
CSTPOY2606000370,POY,457,1,GAGAL - selalu unit_cost=1,3.017691,CALCULATED
CSTPOY2606000371,POY,458,1,GAGAL - selalu unit_cost=1,3.037241,CALCULATED
CSTPOY2606000372,POY,459,1,GAGAL - selalu unit_cost=1,3.036542,CALCULATED
CSTPOY2606000376,POY,463,1,GAGAL - selalu unit_cost=1,1.397201,CALCULATED
CSTPOY2606000379,POY,466,1,GAGAL - selalu unit_cost=1,1.345070,CALCULATED
CSTPOY2606000380,POY,467,1,GAGAL - selalu unit_cost=1,1.362270,CALCULATED
CSTPOY2606000383,POY,470,1,GAGAL - selalu unit_cost=1,1.348049,CALCULATED
CSTPOY2606000385,POY,472,1,GAGAL - selalu unit_cost=1,1.348049,CALCULATED
CSTPOY2606000386,POY,473,1,GAGAL - selalu unit_cost=1,1.348049,CALCULATED
CSTPOY2606000387,POY,474,1,GAGAL - selalu unit_cost=1,1.357991,CALCULATED
CSTPOY2606000388,POY,475,1,GAGAL - selalu unit_cost=1,1.357991,CALCULATED
CSTPOY2606000395,POY,482,1,GAGAL - selalu unit_cost=1,3.030952,CALCULATED
CSTPOY2606000398,POY,485,1,GAGAL - selalu unit_cost=1,3.026163,CALCULATED
CSTPOY2606000400,POY,487,1,GAGAL - selalu unit_cost=1,3.028158,CALCULATED
CSTPOY2606000402,POY,489,1,GAGAL - selalu unit_cost=1,3.014803,CALCULATED
CSTPOY2606000409,POY,496,1,GAGAL - selalu unit_cost=1,3.023471,CALCULATED
CSTPOY2606000410,POY,497,1,GAGAL - selalu unit_cost=1,3.019684,CALCULATED
CSTPOY2606000411,POY,498,1,GAGAL - selalu unit_cost=1,3.014704,CALCULATED
CSTPOY2606000412,POY,499,1,GAGAL - selalu unit_cost=1,3.018389,CALCULATED
CSTPOY2606000413,POY,500,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000415,POY,502,1,GAGAL - selalu unit_cost=1,3.033647,CALCULATED
CSTPOY2606000416,POY,503,1,GAGAL - selalu unit_cost=1,3.031152,CALCULATED
CSTPOY2606000418,POY,505,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000419,POY,506,1,GAGAL - selalu unit_cost=1,3.026862,CALCULATED
CSTPOY2606000420,POY,507,1,GAGAL - selalu unit_cost=1,3.023770,CALCULATED
CSTPOY2606000422,POY,509,1,GAGAL - selalu unit_cost=1,3.028857,CALCULATED
CSTPOY2606000424,POY,511,1,GAGAL - selalu unit_cost=1,3.021677,CALCULATED
CSTPOY2606000429,POY,516,1,GAGAL - selalu unit_cost=1,3.029854,CALCULATED
CSTPOY2606000430,POY,517,1,GAGAL - selalu unit_cost=1,3.024169,CALCULATED
CSTPOY2606000431,POY,518,1,GAGAL - selalu unit_cost=1,3.014704,CALCULATED
CSTPOY2606000432,POY,519,1,GAGAL - selalu unit_cost=1,3.032649,CALCULATED
CSTPOY2606000433,POY,520,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000434,POY,521,1,GAGAL - selalu unit_cost=1,3.027161,CALCULATED
CSTPOY2606000435,POY,522,1,GAGAL - selalu unit_cost=1,3.021677,CALCULATED
CSTPOY2606000437,POY,524,1,GAGAL - selalu unit_cost=1,3.004753,CALCULATED
CSTPOY2606000438,POY,525,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000439,POY,526,1,GAGAL - selalu unit_cost=1,3.019186,CALCULATED
CSTPOY2606000440,POY,527,1,GAGAL - selalu unit_cost=1,3.024369,CALCULATED
CSTPOY2606000441,POY,528,1,GAGAL - selalu unit_cost=1,3.005748,CALCULATED
CSTPOY2606000444,POY,531,1,GAGAL - selalu unit_cost=1,3.025665,CALCULATED
CSTPOY2606000445,POY,532,1,GAGAL - selalu unit_cost=1,3.029455,CALCULATED
CSTPOY2606000446,POY,533,1,GAGAL - selalu unit_cost=1,3.023471,CALCULATED
CSTPOY2606000447,POY,534,1,GAGAL - selalu unit_cost=1,3.025166,CALCULATED
CSTPOY2606000448,POY,535,1,GAGAL - selalu unit_cost=1,3.013708,CALCULATED
CSTPOY2606000451,POY,538,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000474,POY,561,1,GAGAL - selalu unit_cost=1,3.032649,CALCULATED
CSTPOY2606000479,POY,566,1,GAGAL - selalu unit_cost=1,3.016894,CALCULATED
CSTPOY2606000480,POY,567,1,GAGAL - selalu unit_cost=1,3.024169,CALCULATED
CSTPOY2606000488,POY,575,1,GAGAL - selalu unit_cost=1,3.035045,CALCULATED
CSTPOY2606000490,POY,577,1,GAGAL - selalu unit_cost=1,3.033148,CALCULATED
CSTPOY2606000494,POY,581,1,GAGAL - selalu unit_cost=1,3.014704,CALCULATED
CSTPOY2606000504,POY,591,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000511,POY,598,1,GAGAL - selalu unit_cost=1,3.026163,CALCULATED
CSTPOY2606000512,POY,599,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000513,POY,600,1,GAGAL - selalu unit_cost=1,3.014206,CALCULATED
CSTPOY2606000515,POY,602,1,GAGAL - selalu unit_cost=1,3.025166,CALCULATED
CSTPOY2606000516,POY,603,1,GAGAL - selalu unit_cost=1,3.030054,CALCULATED
CSTPOY2606000521,POY,608,1,GAGAL - selalu unit_cost=1,3.031850,CALCULATED
CSTPOY2606000524,POY,611,1,GAGAL - selalu unit_cost=1,3.024767,CALCULATED
CSTPOY2606000525,POY,612,1,GAGAL - selalu unit_cost=1,1.363610,CALCULATED
CSTPOY2606000527,POY,614,1,GAGAL - selalu unit_cost=1,3.032150,CALCULATED
CSTPOY2606000528,POY,615,1,GAGAL - selalu unit_cost=1,3.026263,CALCULATED
CSTPOY2606000529,POY,616,1,GAGAL - selalu unit_cost=1,2.981922,CALCULATED
CSTPOY2606000532,POY,619,1,GAGAL - selalu unit_cost=1,3.011717,CALCULATED
CSTPOY2606000534,POY,621,1,GAGAL - selalu unit_cost=1,3.017094,CALCULATED
CSTPOY2606000535,POY,622,1,GAGAL - selalu unit_cost=1,3.031152,CALCULATED
CSTPOY2606000538,POY,625,1,GAGAL - selalu unit_cost=1,3.014704,CALCULATED
CSTPOY2606000539,POY,626,1,GAGAL - selalu unit_cost=1,3.014704,CALCULATED
CSTPOY2606000540,POY,627,1,GAGAL - selalu unit_cost=1,3.026662,CALCULATED
CSTPOY2606000541,POY,628,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000543,POY,630,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000546,POY,633,1,GAGAL - selalu unit_cost=1,3.028657,CALCULATED
CSTPOY2606000547,POY,634,1,GAGAL - selalu unit_cost=1,3.028657,CALCULATED
CSTPOY2606000548,POY,635,1,GAGAL - selalu unit_cost=1,3.028557,CALCULATED
CSTPOY2606000551,POY,638,1,GAGAL - selalu unit_cost=1,3.018189,CALCULATED
CSTPOY2606000552,POY,639,1,GAGAL - selalu unit_cost=1,3.029455,CALCULATED
CSTPOY2606000553,POY,640,1,GAGAL - selalu unit_cost=1,3.004753,CALCULATED
CSTPOY2606000554,POY,641,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000555,POY,642,1,GAGAL - selalu unit_cost=1,3.019684,CALCULATED
CSTPOY2606000556,POY,643,1,GAGAL - selalu unit_cost=1,3.019684,CALCULATED
CSTPOY2606000557,POY,644,1,GAGAL - selalu unit_cost=1,3.009727,CALCULATED
CSTPOY2606000558,POY,645,1,GAGAL - selalu unit_cost=1,3.009727,CALCULATED
CSTPOY2606000559,POY,646,1,GAGAL - selalu unit_cost=1,3.004753,CALCULATED
CSTPOY2606000565,POY,652,1,GAGAL - selalu unit_cost=1,3.023671,CALCULATED
CSTPOY2606000581,POY,668,1,GAGAL - selalu unit_cost=1,3.004753,CALCULATED
CSTPOY2606000582,POY,669,1,GAGAL - selalu unit_cost=1,3.031152,CALCULATED
CSTPOY2606000585,POY,672,1,GAGAL - selalu unit_cost=1,3.028358,CALCULATED
CSTPOY2606000590,POY,677,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000591,POY,678,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000592,POY,679,1,GAGAL - selalu unit_cost=1,3.019684,CALCULATED
CSTPOY2606000593,POY,680,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000594,POY,681,1,GAGAL - selalu unit_cost=1,3.026662,CALCULATED
CSTPOY2606000595,POY,682,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000596,POY,683,1,GAGAL - selalu unit_cost=1,3.029954,CALCULATED
CSTPOY2606000599,POY,686,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000600,POY,687,1,GAGAL - selalu unit_cost=1,3.033048,CALCULATED
CSTPOY2606000601,POY,688,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000602,POY,689,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000603,POY,690,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000604,POY,691,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000606,POY,693,1,GAGAL - selalu unit_cost=1,3.005748,CALCULATED
CSTPOY2606000607,POY,694,1,GAGAL - selalu unit_cost=1,3.009727,CALCULATED
CSTPOY2606000609,POY,696,1,GAGAL - selalu unit_cost=1,3.028657,CALCULATED
CSTPOY2606000611,POY,698,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000612,POY,699,1,GAGAL - selalu unit_cost=1,3.015699,CALCULATED
CSTPOY2606000613,POY,700,1,GAGAL - selalu unit_cost=1,3.027360,CALCULATED
CSTPOY2606000614,POY,701,1,GAGAL - selalu unit_cost=1,3.023372,CALCULATED
CSTPOY2606000615,POY,702,1,GAGAL - selalu unit_cost=1,3.006742,CALCULATED
CSTPOY2606000619,POY,706,1,GAGAL - selalu unit_cost=1,3.027261,CALCULATED
CSTPOY2606000621,POY,708,1,GAGAL - selalu unit_cost=1,3.017193,CALCULATED
CSTPOY2606000623,POY,710,1,GAGAL - selalu unit_cost=1,3.023671,CALCULATED
CSTPOY2606000629,POY,716,1,GAGAL - selalu unit_cost=1,3.014704,CALCULATED
CSTPOY2606000630,POY,717,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000631,POY,718,1,GAGAL - selalu unit_cost=1,3.024169,CALCULATED
CSTPOY2606000632,POY,719,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000633,POY,720,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000634,POY,721,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000636,POY,723,1,GAGAL - selalu unit_cost=1,3.024967,CALCULATED
CSTPOY2606000640,POY,727,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000641,POY,728,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000642,POY,729,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000643,POY,730,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000644,POY,731,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000645,POY,732,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000646,POY,733,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000647,POY,734,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000648,POY,735,1,GAGAL - selalu unit_cost=1,3.019684,CALCULATED
CSTPOY2606000649,POY,736,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000650,POY,737,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000657,POY,744,1,GAGAL - selalu unit_cost=1,3.031152,CALCULATED
CSTPOY2606000658,POY,745,1,GAGAL - selalu unit_cost=1,3.028657,CALCULATED
CSTPOY2606000659,POY,746,1,GAGAL - selalu unit_cost=1,3.013210,CALCULATED
CSTPOY2606000661,POY,748,1,GAGAL - selalu unit_cost=1,3.020880,CALCULATED
CSTPOY2606000662,POY,749,1,GAGAL - selalu unit_cost=1,3.004753,CALCULATED
CSTPOY2606000663,POY,750,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000664,POY,751,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000666,POY,753,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000667,POY,754,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000668,POY,755,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000672,POY,759,1,GAGAL - selalu unit_cost=1,2.999783,CALCULATED
CSTPOY2606000673,POY,760,1,GAGAL - selalu unit_cost=1,2.999783,CALCULATED
CSTPOY2606000674,POY,761,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000675,POY,762,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000676,POY,763,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000677,POY,764,1,GAGAL - selalu unit_cost=1,3.034146,CALCULATED
CSTPOY2606000678,POY,765,1,GAGAL - selalu unit_cost=1,2.994817,CALCULATED
CSTPOY2606000686,POY,773,1,GAGAL - selalu unit_cost=1,3.023471,CALCULATED
CSTPOY2606000688,POY,775,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000689,POY,776,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000691,POY,778,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000692,POY,779,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000693,POY,780,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000696,POY,783,1,GAGAL - selalu unit_cost=1,3.026463,CALCULATED
CSTPOY2606000700,POY,787,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000701,POY,788,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000702,POY,789,1,GAGAL - selalu unit_cost=1,3.019684,CALCULATED
CSTPOY2606000703,POY,790,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000706,POY,793,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000707,POY,794,1,GAGAL - selalu unit_cost=1,2.994817,CALCULATED
CSTPOY2606000708,POY,795,1,GAGAL - selalu unit_cost=1,3.004753,CALCULATED
CSTPOY2606000709,POY,796,1,GAGAL - selalu unit_cost=1,3.005250,CALCULATED
CSTPOY2606000710,POY,797,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000711,POY,798,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000712,POY,799,1,GAGAL - selalu unit_cost=1,3.014704,CALCULATED
CSTPOY2606000713,POY,800,1,GAGAL - selalu unit_cost=1,3.014704,CALCULATED
CSTPOY2606000714,POY,801,1,GAGAL - selalu unit_cost=1,3.016496,CALCULATED
CSTPOY2606000715,POY,802,1,GAGAL - selalu unit_cost=1,3.030253,CALCULATED
CSTPOY2606000716,POY,803,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000717,POY,804,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000719,POY,806,1,GAGAL - selalu unit_cost=1,3.033647,CALCULATED
CSTPOY2606000720,POY,807,1,GAGAL - selalu unit_cost=1,3.014704,CALCULATED
CSTPOY2606000721,POY,808,1,GAGAL - selalu unit_cost=1,3.020880,CALCULATED
CSTPOY2606000722,POY,809,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000723,POY,810,1,GAGAL - selalu unit_cost=1,3.014704,CALCULATED
CSTPOY2606000724,POY,811,1,GAGAL - selalu unit_cost=1,3.014206,CALCULATED
CSTPOY2606000725,POY,812,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000726,POY,813,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000729,POY,816,1,GAGAL - selalu unit_cost=1,3.014704,CALCULATED
CSTPOY2606000730,POY,817,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000731,POY,818,1,GAGAL - selalu unit_cost=1,3.019684,CALCULATED
CSTPOY2606000733,POY,820,1,GAGAL - selalu unit_cost=1,3.004753,CALCULATED
CSTPOY2606000735,POY,822,1,GAGAL - selalu unit_cost=1,3.031152,CALCULATED
CSTPOY2606000739,POY,826,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000742,POY,829,1,GAGAL - selalu unit_cost=1,3.014704,CALCULATED
CSTPOY2606000743,POY,830,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000744,POY,831,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000748,POY,835,1,GAGAL - selalu unit_cost=1,3.025864,CALCULATED
CSTPOY2606000001,POY,88,1,GAGAL - selalu unit_cost=1,2.951196,CALCULATED
CSTPOY2606000750,POY,837,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000752,POY,839,1,GAGAL - selalu unit_cost=1,3.020780,CALCULATED
CSTPOY2606000754,POY,841,1,GAGAL - selalu unit_cost=1,2.994817,CALCULATED
CSTPOY2606000755,POY,842,1,GAGAL - selalu unit_cost=1,2.994817,CALCULATED
CSTPOY2606000756,POY,843,1,GAGAL - selalu unit_cost=1,3.027660,CALCULATED
CSTPOY2606000757,POY,844,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000758,POY,845,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000759,POY,846,1,GAGAL - selalu unit_cost=1,3.028458,CALCULATED
CSTPOY2606000760,POY,847,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000761,POY,848,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000763,POY,850,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000764,POY,851,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000765,POY,852,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000766,POY,853,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000767,POY,854,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000769,POY,856,1,GAGAL - selalu unit_cost=1,3.022175,CALCULATED
CSTPOY2606000770,POY,857,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000771,POY,858,1,GAGAL - selalu unit_cost=1,3.034146,CALCULATED
CSTPOY2606000772,POY,859,1,GAGAL - selalu unit_cost=1,3.013210,CALCULATED
CSTPOY2606000776,POY,863,1,GAGAL - selalu unit_cost=1,3.022674,CALCULATED
CSTPOY2606000777,POY,864,1,GAGAL - selalu unit_cost=1,3.009727,CALCULATED
CSTPOY2606000778,POY,865,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000779,POY,866,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000780,POY,867,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000781,POY,868,1,GAGAL - selalu unit_cost=1,3.009727,CALCULATED
CSTPOY2606000782,POY,869,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000783,POY,870,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000784,POY,871,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000785,POY,872,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000786,POY,873,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000787,POY,874,1,GAGAL - selalu unit_cost=1,3.009727,CALCULATED
CSTPOY2606000788,POY,875,1,GAGAL - selalu unit_cost=1,3.004753,CALCULATED
CSTPOY2606000789,POY,876,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000790,POY,877,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000792,POY,879,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000794,POY,881,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000797,POY,884,1,GAGAL - selalu unit_cost=1,3.030453,CALCULATED
CSTPOY2606000798,POY,885,1,GAGAL - selalu unit_cost=1,3.029256,CALCULATED
CSTPOY2606000799,POY,886,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000801,POY,888,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000802,POY,889,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000803,POY,890,1,GAGAL - selalu unit_cost=1,3.030952,CALCULATED
CSTPOY2606000804,POY,891,1,GAGAL - selalu unit_cost=1,3.028757,CALCULATED
CSTPOY2606000805,POY,892,1,GAGAL - selalu unit_cost=1,3.031940,CALCULATED
CSTPOY2606000806,POY,893,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000807,POY,894,1,GAGAL - selalu unit_cost=1,2.999783,CALCULATED
CSTPOY2606000808,POY,895,1,GAGAL - selalu unit_cost=1,2.999783,CALCULATED
CSTPOY2606000809,POY,896,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000810,POY,897,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000811,POY,898,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000812,POY,899,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000814,POY,901,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000815,POY,902,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000816,POY,903,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000817,POY,904,1,GAGAL - selalu unit_cost=1,3.014704,CALCULATED
CSTPOY2606000818,POY,905,1,GAGAL - selalu unit_cost=1,3.014704,CALCULATED
CSTPOY2606000819,POY,906,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000820,POY,907,1,GAGAL - selalu unit_cost=1,3.029156,CALCULATED
CSTPOY2606000821,POY,908,1,GAGAL - selalu unit_cost=1,3.026662,CALCULATED
CSTPOY2606000822,POY,909,1,GAGAL - selalu unit_cost=1,3.026662,CALCULATED
CSTPOY2606000823,POY,910,1,GAGAL - selalu unit_cost=1,3.021677,CALCULATED
CSTPOY2606000824,POY,911,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000825,POY,912,1,GAGAL - selalu unit_cost=1,3.004753,CALCULATED
CSTPOY2606000826,POY,913,1,GAGAL - selalu unit_cost=1,3.029156,CALCULATED
CSTPOY2606000827,POY,914,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000829,POY,916,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606000831,POY,918,1,GAGAL - selalu unit_cost=1,3.020282,CALCULATED
CSTPOY2606000833,POY,920,1,GAGAL - selalu unit_cost=1,3.018488,CALCULATED
CSTPOY2606000834,POY,921,1,GAGAL - selalu unit_cost=1,3.009727,CALCULATED
CSTPOY2606000835,POY,922,1,GAGAL - selalu unit_cost=1,3.009727,CALCULATED
CSTPOY2606000836,POY,923,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000837,POY,924,1,GAGAL - selalu unit_cost=1,3.034645,CALCULATED
CSTPOY2606000838,POY,925,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000839,POY,926,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000840,POY,927,1,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606000841,POY,928,1,GAGAL - selalu unit_cost=1,2.984895,CALCULATED
CSTPOY2606000842,POY,929,1,GAGAL - selalu unit_cost=1,3.020182,CALCULATED
CSTPOY2606000843,POY,930,1,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
