input_product_code,input_type,input_product_sys_id,dipakai_oleh_n_parent,perilaku,cost_hulu_tersedia,status_cost_hulu
CSTPOY2606001471,POY,1558,89,GAGAL - selalu unit_cost=1,1.408893,CALCULATED
CSTPOY2606000375,POY,462,73,GAGAL - selalu unit_cost=1,1.362270,CALCULATED
CSTTCY2606000135,TCY,34888,61,GAGAL - selalu unit_cost=1,1.188505,CALCULATED
CSTPOY2606001819,POY,1906,60,GAGAL - selalu unit_cost=1,1.273699,CALCULATED
CSTTTY2606000053,TTY,35620,46,GAGAL - selalu unit_cost=1,1.083948,CALCULATED
CSTPOY2606001829,POY,1916,44,GAGAL - selalu unit_cost=1,1.245417,CALCULATED
CSTPOY2606001594,POY,1681,42,GAGAL - selalu unit_cost=1,1.276950,CALCULATED
CSTPOY2606000088,POY,175,35,GAGAL - selalu unit_cost=1,1.410106,CALCULATED
CSTTCY2606000047,TCY,34800,34,GAGAL - selalu unit_cost=1,1.145170,CALCULATED
CSTPOY2606002076,POY,2163,29,GAGAL - selalu unit_cost=1,1.322301,CALCULATED
CSTTCY2606000070,TCY,34823,28,GAGAL - selalu unit_cost=1,1.135540,CALCULATED
CSTPOY2606001881,POY,1968,28,GAGAL - selalu unit_cost=1,1.321610,CALCULATED
CSTTTY2606000456,TTY,36023,25,GAGAL - selalu unit_cost=1,1.081688,CALCULATED
CSTTTY2606000460,TTY,36027,23,GAGAL - selalu unit_cost=1,1.070648,CALCULATED
CSTTTY2606000450,TTY,36017,23,GAGAL - selalu unit_cost=1,1.173961,CALCULATED
CSTPOY2606000086,POY,173,23,GAGAL - selalu unit_cost=1,1.400972,CALCULATED
CSTPOY2606000373,POY,460,20,GAGAL - selalu unit_cost=1,1.403185,CALCULATED
CSTPOY2606000589,POY,676,20,GAGAL - selalu unit_cost=1,3.024668,CALCULATED
CSTPOY2606001520,POY,1607,19,GAGAL - selalu unit_cost=1,1.383229,CALCULATED
CSTPTY2606005146,PTY,34572,19,GAGAL - selalu unit_cost=1,1.250414,CALCULATED
CSTTTY2606000514,TTY,27847,19,GAGAL - selalu unit_cost=1,1.059942,CALCULATED
CSTPOY2606001516,POY,1603,18,GAGAL - selalu unit_cost=1,1.400180,CALCULATED
CSTPOY2606001580,POY,1667,16,GAGAL - selalu unit_cost=1,1.354959,CALCULATED
CSTPOY2606001609,POY,1696,16,GAGAL - selalu unit_cost=1,2.914515,CALCULATED
CSTPOY2606000073,POY,160,16,GAGAL - selalu unit_cost=1,1.518694,CALCULATED
CSTPOY2606001458,POY,1545,16,GAGAL - selalu unit_cost=1,3.033312,CALCULATED
CSTPTY2606002300,PTY,10187,16,GAGAL - selalu unit_cost=1,1.558788,CALCULATED
CSTPOY2606000089,POY,176,15,GAGAL - selalu unit_cost=1,1.366767,CALCULATED
CSTPOY2606003229,POY,3316,14,GAGAL - selalu unit_cost=1,1.425035,CALCULATED
CSTPOY2606002039,POY,2126,14,GAGAL - selalu unit_cost=1,1.465968,CALCULATED
CSTPOY2606000020,POY,107,14,GAGAL - selalu unit_cost=1,1.598244,CALCULATED
CSTPOY2606002092,POY,2179,14,GAGAL - selalu unit_cost=1,1.274951,CALCULATED
CSTTTY2606000410,TTY,35977,13,GAGAL - selalu unit_cost=1,1.196713,CALCULATED
CSTPOY2606001875,POY,1962,13,GAGAL - selalu unit_cost=1,1.434367,CALCULATED
CSTPOY2606000027,POY,114,13,GAGAL - selalu unit_cost=1,1.627878,CALCULATED
CSTPOY2606003218,POY,3305,13,GAGAL - selalu unit_cost=1,1.294743,CALCULATED
CSTPTY2606001146,PTY,9033,13,GAGAL - selalu unit_cost=1,1.283631,CALCULATED
CSTTTY2606000054,TTY,35621,13,GAGAL - selalu unit_cost=1,1.083948,CALCULATED
CSTPOY2606000500,POY,587,13,GAGAL - selalu unit_cost=1,3.020481,CALCULATED
CSTPOY2606001938,POY,2025,12,GAGAL - selalu unit_cost=1,2.989318,CALCULATED
CSTPOY2606003378,POY,3465,11,GAGAL - selalu unit_cost=1,1.394809,CALCULATED
CSTPOY2606001566,POY,1653,11,GAGAL - selalu unit_cost=1,1.381485,CALCULATED
CSTTTY2606000379,TTY,35946,11,GAGAL - selalu unit_cost=1,1.124261,CALCULATED
CSTPOY2606001457,POY,1544,11,GAGAL - selalu unit_cost=1,3.012701,CALCULATED
CSTPOY2606003276,POY,3363,10,GAGAL - selalu unit_cost=1,1.292083,CALCULATED
CSTPOY2606001527,POY,1614,10,GAGAL - selalu unit_cost=1,2.996821,CALCULATED
CSTPTY2606004509,PTY,32853,10,GAGAL - selalu unit_cost=1,1.424911,CALCULATED
CSTTCY2606000088,TCY,34841,10,GAGAL - selalu unit_cost=1,1.111005,CALCULATED
CSTPOY2606000475,POY,562,10,GAGAL - selalu unit_cost=1,3.033647,CALCULATED
CSTPTY2606002297,PTY,10184,9,GAGAL - selalu unit_cost=1,1.283631,CALCULATED
CSTPOY2606000109,POY,196,9,GAGAL - selalu unit_cost=1,3.027660,CALCULATED
CSTPOY2606001941,POY,2028,9,GAGAL - selalu unit_cost=1,2.983668,CALCULATED
CSTTTY2606000308,TTY,35875,9,GAGAL - selalu unit_cost=1,1.110308,CALCULATED
CSTPTY2606000919,PTY,8806,9,GAGAL - selalu unit_cost=1,1.329978,CALCULATED
CSTPOY2606000522,POY,609,9,GAGAL - selalu unit_cost=1,3.013708,CALCULATED
CSTTTY2606000455,TTY,36022,9,GAGAL - selalu unit_cost=1,1.196713,CALCULATED
CSTPOY2606001620,POY,1707,9,GAGAL - selalu unit_cost=1,2.919612,CALCULATED
CSTPOY2606000406,POY,493,9,GAGAL - selalu unit_cost=1,3.024967,CALCULATED
CSTTCY2606000273,TCY,34890,9,GAGAL - selalu unit_cost=1,1.127836,CALCULATED
CSTPTY2606000921,PTY,8808,8,GAGAL - selalu unit_cost=1,1.378607,CALCULATED
CSTPOY2606001602,POY,1689,8,GAGAL - selalu unit_cost=1,2.912817,CALCULATED
CSTPOY2606002955,POY,3042,8,GAGAL - selalu unit_cost=1,3.013810,CALCULATED
CSTPTY2606002079,PTY,9966,8,GAGAL - selalu unit_cost=1,1.290598,CALCULATED
CSTPOY2606001528,POY,1615,8,GAGAL - selalu unit_cost=1,3.004386,CALCULATED
CSTPOY2606000485,POY,572,8,GAGAL - selalu unit_cost=1,3.004952,CALCULATED
CSTPOY2606000544,POY,631,8,GAGAL - selalu unit_cost=1,3.003063,CALCULATED
CSTPOY2606001588,POY,1675,8,GAGAL - selalu unit_cost=1,1.292229,CALCULATED
CSTPOY2606002259,POY,2346,8,GAGAL - selalu unit_cost=1,3.226974,CALCULATED
CSTPOY2606001480,POY,1567,8,GAGAL - selalu unit_cost=1,1.399180,CALCULATED
CSTPOY2606001460,POY,1547,8,GAGAL - selalu unit_cost=1,3.033312,CALCULATED
CSTPOY2606000414,POY,501,8,GAGAL - selalu unit_cost=1,3.026064,CALCULATED
CSTPOY2606002876,POY,2963,8,GAGAL - selalu unit_cost=1,1.434367,CALCULATED
CSTPOY2606000407,POY,494,8,GAGAL - selalu unit_cost=1,3.006046,CALCULATED
CSTPOY2606003232,POY,3319,8,GAGAL - selalu unit_cost=1,1.425035,CALCULATED
CSTPOY2606001585,POY,1672,8,GAGAL - selalu unit_cost=1,1.313513,CALCULATED
CSTPOY2606000537,POY,624,8,GAGAL - selalu unit_cost=1,3.017393,CALCULATED
CSTPOY2606003113,POY,3200,8,GAGAL - selalu unit_cost=1,1.420415,CALCULATED
CSTPOY2606001531,POY,1618,8,GAGAL - selalu unit_cost=1,3.013155,CALCULATED
CSTTTY2606000370,TTY,35937,8,GAGAL - selalu unit_cost=1,1.122994,CALCULATED
CSTPOY2606001038,POY,1125,7,GAGAL - selalu unit_cost=1,3.026263,CALCULATED
CSTTTY2606000057,TTY,35624,7,GAGAL - selalu unit_cost=1,1.083948,CALCULATED
CSTPOY2606001621,POY,1708,7,GAGAL - selalu unit_cost=1,2.916614,CALCULATED
CSTPOY2606000586,POY,673,7,GAGAL - selalu unit_cost=1,3.033747,CALCULATED
CSTPOY2606000311,POY,398,7,GAGAL - selalu unit_cost=1,3.031152,CALCULATED
CSTPTY2606002861,PTY,28781,7,GAGAL - selalu unit_cost=1,1.437374,CALCULATED
CSTPOY2606000562,POY,649,7,GAGAL - selalu unit_cost=1,3.027560,CALCULATED
CSTPOY2606000469,POY,556,7,GAGAL - selalu unit_cost=1,3.032150,CALCULATED
CSTPOY2606002405,POY,2492,7,GAGAL - selalu unit_cost=1,3.008537,CALCULATED
CSTPOY2606002548,POY,2635,7,GAGAL - selalu unit_cost=1,3.046877,CALCULATED
CSTPOY2606000076,POY,163,7,GAGAL - selalu unit_cost=1,1.520193,CALCULATED
CSTPOY2606002557,POY,2644,7,GAGAL - selalu unit_cost=1,3.049379,CALCULATED
CSTPOY2606002698,POY,2785,7,GAGAL - selalu unit_cost=1,3.032957,CALCULATED
CSTPOY2606000563,POY,650,7,GAGAL - selalu unit_cost=1,3.008831,CALCULATED
CSTPOY2606000530,POY,617,7,GAGAL - selalu unit_cost=1,3.035244,CALCULATED
CSTTTY2606000857,TTY,35445,7,GAGAL - selalu unit_cost=1,1.165511,CALCULATED
CSTPOY2606001568,POY,1655,7,GAGAL - selalu unit_cost=1,1.356742,CALCULATED
CSTPOY2606000578,POY,665,7,GAGAL - selalu unit_cost=1,3.021278,CALCULATED
CSTPTY2606003259,PTY,31543,7,GAGAL - selalu unit_cost=1,1.301411,CALCULATED
CSTPOY2606001607,POY,1694,7,GAGAL - selalu unit_cost=1,2.917413,CALCULATED
CSTPOY2606003567,POY,3654,7,GAGAL - selalu unit_cost=1,1.383847,CALCULATED
CSTPOY2606003220,POY,3307,7,GAGAL - selalu unit_cost=1,1.425030,CALCULATED
CSTPTY2606004742,PTY,33086,6,GAGAL - selalu unit_cost=1,3.067757,CALCULATED
CSTPTY2606001200,PTY,9087,6,GAGAL - selalu unit_cost=1,1.555392,CALCULATED
CSTPOY2606000098,POY,185,6,GAGAL - selalu unit_cost=1,3.032649,CALCULATED
CSTPOY2606000507,POY,594,6,GAGAL - selalu unit_cost=1,3.008234,CALCULATED
CSTPOY2606001943,POY,2030,6,GAGAL - selalu unit_cost=1,2.998368,CALCULATED
CSTPOY2606003243,POY,3330,6,GAGAL - selalu unit_cost=1,1.392379,CALCULATED
CSTPOY2606000637,POY,724,6,GAGAL - selalu unit_cost=1,3.014903,CALCULATED
CSTPOY2606000481,POY,568,6,GAGAL - selalu unit_cost=1,3.026263,CALCULATED
CSTPOY2606002359,POY,2446,6,GAGAL - selalu unit_cost=1,1.297228,CALCULATED
CSTPOY2606002411,POY,2498,6,GAGAL - selalu unit_cost=1,2.996381,CALCULATED
CSTPOY2606001955,POY,2042,6,GAGAL - selalu unit_cost=1,2.986544,CALCULATED
CSTPOY2606001591,POY,1678,6,GAGAL - selalu unit_cost=1,1.234486,CALCULATED
CSTPOY2606001642,POY,1729,6,GAGAL - selalu unit_cost=1,2.898646,CALCULATED
CSTPOY2606000470,POY,557,6,GAGAL - selalu unit_cost=1,3.025366,CALCULATED
CSTPTY2606001196,PTY,9083,6,GAGAL - selalu unit_cost=1,1.616238,CALCULATED
CSTPOY2606001836,POY,1923,6,GAGAL - selalu unit_cost=1,1.280327,CALCULATED
CSTPTY2606003105,PTY,30851,6,GAGAL - selalu unit_cost=1,1.383998,CALCULATED
CSTPOY2606000084,POY,171,6,GAGAL - selalu unit_cost=1,1.353346,CALCULATED
CSTPOY2606000108,POY,195,6,GAGAL - selalu unit_cost=1,3.016695,CALCULATED
CSTPTY2606001486,PTY,9373,6,GAGAL - selalu unit_cost=1,1.442255,CALCULATED
CSTPOY2606000906,POY,993,6,GAGAL - selalu unit_cost=1,3.028956,CALCULATED
CSTPOY2606000577,POY,664,6,GAGAL - selalu unit_cost=1,3.015699,CALCULATED
CSTPOY2606000587,POY,674,6,GAGAL - selalu unit_cost=1,3.007737,CALCULATED
CSTTTY2606000356,TTY,35923,6,GAGAL - selalu unit_cost=1,1.146005,CALCULATED
CSTPOY2606001824,POY,1911,6,GAGAL - selalu unit_cost=1,3.004455,CALCULATED
CSTPOY2606000095,POY,182,6,GAGAL - selalu unit_cost=1,3.031551,CALCULATED
CSTPOY2606000403,POY,490,6,GAGAL - selalu unit_cost=1,3.014704,CALCULATED
CSTPTY2606004030,PTY,32374,6,GAGAL - selalu unit_cost=1,1.282672,CALCULATED
CSTPOY2606003095,POY,3182,6,GAGAL - selalu unit_cost=1,3.116840,CALCULATED
CSTPOY2606003488,POY,3575,6,GAGAL - selalu unit_cost=1,1.450032,CALCULATED
CSTPTY2606001988,PTY,9875,6,GAGAL - selalu unit_cost=1,1.436204,CALCULATED
CSTPTY2606003853,PTY,32197,6,GAGAL - selalu unit_cost=1,1.345507,CALCULATED
CSTPOY2606001481,POY,1568,6,GAGAL - selalu unit_cost=1,1.350639,CALCULATED
CSTPOY2606001565,POY,1652,6,GAGAL - selalu unit_cost=1,1.349442,CALCULATED
CSTPOY2606001532,POY,1619,6,GAGAL - selalu unit_cost=1,3.009367,CALCULATED
CSTPOY2606001990,POY,2077,6,GAGAL - selalu unit_cost=1,2.971660,CALCULATED
CSTPOY2606000096,POY,183,5,GAGAL - selalu unit_cost=1,3.032649,CALCULATED
CSTPOY2606000417,POY,504,5,GAGAL - selalu unit_cost=1,3.029854,CALCULATED
CSTPOY2606001947,POY,2034,5,GAGAL - selalu unit_cost=1,2.995076,CALCULATED
CSTPOY2606000483,POY,570,5,GAGAL - selalu unit_cost=1,3.030154,CALCULATED
CSTPOY2606000620,POY,707,5,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPTY2606002931,PTY,28851,5,GAGAL - selalu unit_cost=1,1.515163,CALCULATED
CSTPOY2606001935,POY,2022,5,GAGAL - selalu unit_cost=1,2.996516,CALCULATED
CSTPOY2606000456,POY,543,5,GAGAL - selalu unit_cost=1,3.027161,CALCULATED
CSTPOY2606002732,POY,2819,5,GAGAL - selalu unit_cost=1,3.032752,CALCULATED
CSTPTY2606000997,PTY,8884,5,GAGAL - selalu unit_cost=1,1.348021,CALCULATED
CSTPTY2606005522,PTY,28864,5,GAGAL - selalu unit_cost=1,1.515462,CALCULATED
CSTPOY2606002930,POY,3017,5,GAGAL - selalu unit_cost=1,3.003336,CALCULATED
CSTPOY2606000775,POY,862,5,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPTY2606004824,PTY,33320,5,GAGAL - selalu unit_cost=1,1.358712,CALCULATED
CSTPOY2606002899,POY,2986,5,GAGAL - selalu unit_cost=1,2.993081,CALCULATED
CSTPOY2606002696,POY,2783,5,GAGAL - selalu unit_cost=1,3.042113,CALCULATED
CSTPOY2606003955,POY,27454,5,GAGAL - selalu unit_cost=1,1.314814,CALCULATED
CSTPOY2606000453,POY,540,5,GAGAL - selalu unit_cost=1,3.028059,CALCULATED
CSTPOY2606000125,POY,212,5,GAGAL - selalu unit_cost=1,3.021478,CALCULATED
CSTFDY2606000013,FDY,28164,5,GAGAL - selalu unit_cost=1,1.539047,CALCULATED
CSTPOY2606003347,POY,3434,5,GAGAL - selalu unit_cost=1,1.425035,CALCULATED
CSTPOY2606002111,POY,2198,5,GAGAL - selalu unit_cost=1,3.008989,CALCULATED
CSTPOY2606000489,POY,576,5,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPTY2606000937,PTY,8824,5,GAGAL - selalu unit_cost=1,1.414753,CALCULATED
CSTPOY2606000526,POY,613,5,GAGAL - selalu unit_cost=1,3.008035,CALCULATED
CSTPOY2606000473,POY,560,5,GAGAL - selalu unit_cost=1,3.029455,CALCULATED
CSTPTY2606004400,PTY,32744,5,GAGAL - selalu unit_cost=1,1.459307,CALCULATED
CSTPOY2606000455,POY,542,5,GAGAL - selalu unit_cost=1,3.031351,CALCULATED
CSTPOY2606002796,POY,2883,5,GAGAL - selalu unit_cost=1,2.909257,CALCULATED
CSTPOY2606003081,POY,3168,5,GAGAL - selalu unit_cost=1,3.118918,CALCULATED
CSTPOY2606000491,POY,578,5,GAGAL - selalu unit_cost=1,3.004753,CALCULATED
CSTPTY2606004490,PTY,32834,5,GAGAL - selalu unit_cost=1,1.379969,CALCULATED
CSTPOY2606002401,POY,2488,5,GAGAL - selalu unit_cost=1,2.996175,CALCULATED
CSTPOY2606001950,POY,2037,5,GAGAL - selalu unit_cost=1,2.990141,CALCULATED
CSTPTY2606004780,PTY,33124,5,GAGAL - selalu unit_cost=1,1.294819,CALCULATED
CSTPOY2606000100,POY,187,5,GAGAL - selalu unit_cost=1,3.025864,CALCULATED
CSTPOY2606003499,POY,3586,5,GAGAL - selalu unit_cost=1,3.937776,CALCULATED
CSTPOY2606002962,POY,3049,5,GAGAL - selalu unit_cost=1,3.017407,CALCULATED
CSTPOY2606002260,POY,2347,5,GAGAL - selalu unit_cost=1,3.228167,CALCULATED
CSTPOY2606002766,POY,2853,5,GAGAL - selalu unit_cost=1,2.989318,CALCULATED
CSTPTY2606002763,PTY,28315,5,GAGAL - selalu unit_cost=1,1.166637,CALCULATED
CSTPTY2606003659,PTY,32003,5,GAGAL - selalu unit_cost=1,1.348435,CALCULATED
CSTPOY2606000832,POY,919,5,GAGAL - selalu unit_cost=1,3.031376,CALCULATED
CSTPOY2606000468,POY,555,5,GAGAL - selalu unit_cost=1,3.026463,CALCULATED
CSTPOY2606000462,POY,549,5,GAGAL - selalu unit_cost=1,3.008931,CALCULATED
CSTPOY2606003324,POY,3411,5,GAGAL - selalu unit_cost=1,1.316142,CALCULATED
CSTPOY2606000087,POY,174,5,GAGAL - selalu unit_cost=1,1.405185,CALCULATED
CSTPOY2606002261,POY,2348,5,GAGAL - selalu unit_cost=1,3.233836,CALCULATED
CSTPOY2606000099,POY,186,5,GAGAL - selalu unit_cost=1,3.033347,CALCULATED
CSTPOY2606000396,POY,483,5,GAGAL - selalu unit_cost=1,3.027959,CALCULATED
CSTPOY2606001939,POY,2026,5,GAGAL - selalu unit_cost=1,2.993842,CALCULATED
CSTPOY2606001041,POY,1128,5,GAGAL - selalu unit_cost=1,3.022973,CALCULATED
CSTPOY2606001937,POY,2024,5,GAGAL - selalu unit_cost=1,2.993739,CALCULATED
CSTPTY2606002074,PTY,9961,5,GAGAL - selalu unit_cost=1,2.853473,CALCULATED
CSTPOY2606000457,POY,544,5,GAGAL - selalu unit_cost=1,3.029755,CALCULATED
CSTPOY2606000926,POY,1013,5,GAGAL - selalu unit_cost=1,3.027161,CALCULATED
CSTPOY2606001945,POY,2032,5,GAGAL - selalu unit_cost=1,2.994047,CALCULATED
CSTPOY2606001090,POY,1177,5,GAGAL - selalu unit_cost=1,2.986383,CALCULATED
CSTPOY2606001604,POY,1691,5,GAGAL - selalu unit_cost=1,2.917913,CALCULATED
CSTPOY2606001915,POY,2002,4,GAGAL - selalu unit_cost=1,1.274880,CALCULATED
CSTATY2606000027,ATY,23327,4,GAGAL - selalu unit_cost=1,1.329333,CALCULATED
CSTPOY2606002387,POY,2474,4,GAGAL - selalu unit_cost=1,3.009774,CALCULATED
CSTPOY2606003552,POY,3639,4,GAGAL - selalu unit_cost=1,2.901006,CALCULATED
CSTPOY2606000687,POY,774,4,GAGAL - selalu unit_cost=1,2.983904,CALCULATED
CSTPOY2606000426,POY,513,4,GAGAL - selalu unit_cost=1,3.011418,CALCULATED
CSTPOY2606001571,POY,1658,4,GAGAL - selalu unit_cost=1,1.316846,CALCULATED
CSTATY2606000189,ATY,23386,4,GAGAL - selalu unit_cost=1,1.317656,CALCULATED
CSTPOY2606000118,POY,205,4,GAGAL - selalu unit_cost=1,3.031850,CALCULATED
CSTPOY2606000408,POY,495,4,GAGAL - selalu unit_cost=1,3.030653,CALCULATED
CSTPOY2606000307,POY,394,4,GAGAL - selalu unit_cost=1,3.034246,CALCULATED
CSTPOY2606001942,POY,2029,4,GAGAL - selalu unit_cost=1,2.998470,CALCULATED
CSTPOY2606000567,POY,654,4,GAGAL - selalu unit_cost=1,3.002765,CALCULATED
CSTPOY2606002692,POY,2779,4,GAGAL - selalu unit_cost=1,2.970181,CALCULATED
CSTPOY2606002699,POY,2786,4,GAGAL - selalu unit_cost=1,3.035220,CALCULATED
CSTPOY2606001830,POY,1917,4,GAGAL - selalu unit_cost=1,1.245417,CALCULATED
CSTPOY2606000699,POY,786,4,GAGAL - selalu unit_cost=1,3.032649,CALCULATED
CSTPOY2606000017,POY,104,4,GAGAL - selalu unit_cost=1,1.810499,CALCULATED
CSTPOY2606000762,POY,849,4,GAGAL - selalu unit_cost=1,3.029156,CALCULATED
CSTPOY2606001714,POY,1801,4,GAGAL - selalu unit_cost=1,2.915315,CALCULATED
CSTTCY2606000067,TCY,34820,4,GAGAL - selalu unit_cost=1,1.285828,CALCULATED
CSTPOY2606003563,POY,3650,4,GAGAL - selalu unit_cost=1,1.418660,CALCULATED
CSTPOY2606002807,POY,2894,4,GAGAL - selalu unit_cost=1,2.997796,CALCULATED
CSTPOY2606000508,POY,595,4,GAGAL - selalu unit_cost=1,3.024169,CALCULATED
CSTPOY2606002813,POY,2900,4,GAGAL - selalu unit_cost=1,2.994600,CALCULATED
CSTPOY2606002702,POY,2789,4,GAGAL - selalu unit_cost=1,3.033883,CALCULATED
CSTPOY2606003148,POY,3235,4,GAGAL - selalu unit_cost=1,2.997683,CALCULATED
CSTPOY2606003152,POY,3239,4,GAGAL - selalu unit_cost=1,3.008555,CALCULATED
CSTPOY2606000905,POY,992,4,GAGAL - selalu unit_cost=1,3.005748,CALCULATED
CSTPTY2606002829,PTY,28386,4,GAGAL - selalu unit_cost=1,1.143288,CALCULATED
CSTPOY2606002326,POY,2413,4,GAGAL - selalu unit_cost=1,3.252465,CALCULATED
CSTPOY2606000746,POY,833,4,GAGAL - selalu unit_cost=1,3.007140,CALCULATED
CSTPOY2606000533,POY,620,4,GAGAL - selalu unit_cost=1,3.033248,CALCULATED
CSTPOY2606000568,POY,655,4,GAGAL - selalu unit_cost=1,3.032449,CALCULATED
CSTPOY2606000638,POY,725,4,GAGAL - selalu unit_cost=1,3.016098,CALCULATED
CSTPOY2606002501,POY,2588,4,GAGAL - selalu unit_cost=1,1.439798,CALCULATED
CSTPTY2606000890,PTY,8777,4,GAGAL - selalu unit_cost=1,2.961164,CALCULATED
CSTPOY2606001589,POY,1676,4,GAGAL - selalu unit_cost=1,1.278950,CALCULATED
CSTPOY2606003169,POY,3256,4,GAGAL - selalu unit_cost=1,3.103013,CALCULATED
CSTPTY2606001197,PTY,9084,4,GAGAL - selalu unit_cost=1,1.773808,CALCULATED
CSTPOY2606000299,POY,386,4,GAGAL - selalu unit_cost=1,3.023073,CALCULATED
CSTPOY2606000427,POY,514,4,GAGAL - selalu unit_cost=1,3.023073,CALCULATED
CSTPOY2606002711,POY,2798,4,GAGAL - selalu unit_cost=1,3.031210,CALCULATED
CSTPOY2606002392,POY,2479,4,GAGAL - selalu unit_cost=1,3.005445,CALCULATED
CSTPOY2606001951,POY,2038,4,GAGAL - selalu unit_cost=1,2.989113,CALCULATED
CSTPTY2606002147,PTY,10034,4,GAGAL - selalu unit_cost=1,1.321519,CALCULATED
CSTPOY2606000195,POY,282,4,GAGAL - selalu unit_cost=1,3.034046,CALCULATED
CSTPOY2606000126,POY,213,4,GAGAL - selalu unit_cost=1,3.023172,CALCULATED
CSTPOY2606000476,POY,563,4,GAGAL - selalu unit_cost=1,3.015002,CALCULATED
CSTPOY2606000477,POY,564,4,GAGAL - selalu unit_cost=1,3.018688,CALCULATED
CSTPOY2606003185,POY,3272,4,GAGAL - selalu unit_cost=1,3.109997,CALCULATED
CSTPOY2606001526,POY,1613,4,GAGAL - selalu unit_cost=1,2.999110,CALCULATED
CSTPOY2606001952,POY,2039,4,GAGAL - selalu unit_cost=1,2.994767,CALCULATED
CSTPOY2606000127,POY,214,4,GAGAL - selalu unit_cost=1,3.020182,CALCULATED
CSTPTY2606003557,PTY,31901,4,GAGAL - selalu unit_cost=1,1.345674,CALCULATED
CSTPOY2606002939,POY,3026,4,GAGAL - selalu unit_cost=1,3.018846,CALCULATED
CSTPOY2606000090,POY,177,4,GAGAL - selalu unit_cost=1,1.366767,CALCULATED
CSTPOY2606001147,POY,1234,4,GAGAL - selalu unit_cost=1,3.023073,CALCULATED
CSTPOY2606003785,POY,3872,4,GAGAL - selalu unit_cost=1,1.544077,CALCULATED
CSTPOY2606001600,POY,1687,4,GAGAL - selalu unit_cost=1,2.910520,CALCULATED
CSTPOY2606003202,POY,3289,4,GAGAL - selalu unit_cost=1,1.357337,CALCULATED
CSTPOY2606001601,POY,1688,4,GAGAL - selalu unit_cost=1,2.921812,CALCULATED
CSTPOY2606000654,POY,741,4,GAGAL - selalu unit_cost=1,3.030253,CALCULATED
CSTPOY2606003327,POY,3414,4,GAGAL - selalu unit_cost=1,3.033393,CALCULATED
CSTPOY2606001606,POY,1693,4,GAGAL - selalu unit_cost=1,2.907425,CALCULATED
CSTPOY2606000656,POY,743,4,GAGAL - selalu unit_cost=1,3.033048,CALCULATED
CSTPOY2606000560,POY,647,4,GAGAL - selalu unit_cost=1,3.021876,CALCULATED
CSTPOY2606003219,POY,3306,4,GAGAL - selalu unit_cost=1,1.429068,CALCULATED
CSTPTY2606000917,PTY,8804,4,GAGAL - selalu unit_cost=1,1.356087,CALCULATED
CSTPOY2606000119,POY,206,4,GAGAL - selalu unit_cost=1,3.029655,CALCULATED
CSTPOY2606002099,POY,2186,4,GAGAL - selalu unit_cost=1,2.995084,CALCULATED
CSTTTY2606000314,TTY,35881,4,GAGAL - selalu unit_cost=1,1.122712,CALCULATED
CSTPOY2606001470,POY,1557,4,GAGAL - selalu unit_cost=1,3.034801,CALCULATED
CSTPOY2606001618,POY,1705,4,GAGAL - selalu unit_cost=1,2.904730,CALCULATED
CSTTTY2606000313,TTY,35880,4,GAGAL - selalu unit_cost=1,1.110308,CALCULATED
CSTPOY2606002895,POY,2982,4,GAGAL - selalu unit_cost=1,3.003849,CALCULATED
CSTPOY2606001533,POY,1620,4,GAGAL - selalu unit_cost=1,2.995428,CALCULATED
CSTPOY2606001084,POY,1171,4,GAGAL - selalu unit_cost=1,3.002566,CALCULATED
CSTPOY2606000584,POY,671,4,GAGAL - selalu unit_cost=1,3.017592,CALCULATED
CSTPOY2606002898,POY,2985,4,GAGAL - selalu unit_cost=1,3.013913,CALCULATED
CSTPOY2606002901,POY,2988,4,GAGAL - selalu unit_cost=1,3.015146,CALCULATED
CSTPOY2606000517,POY,604,4,GAGAL - selalu unit_cost=1,3.030353,CALCULATED
CSTPTY2606004255,PTY,32599,4,GAGAL - selalu unit_cost=1,1.596319,CALCULATED
CSTPOY2606003027,POY,3114,4,GAGAL - selalu unit_cost=1,3.019463,CALCULATED
CSTPOY2606000270,POY,357,4,GAGAL - selalu unit_cost=1,3.036762,CALCULATED
CSTPOY2606000531,POY,618,4,GAGAL - selalu unit_cost=1,3.029156,CALCULATED
CSTPOY2606002905,POY,2992,4,GAGAL - selalu unit_cost=1,3.015865,CALCULATED
CSTPOY2606003295,POY,3382,4,GAGAL - selalu unit_cost=1,2.932848,CALCULATED
CSTPOY2606000499,POY,586,4,GAGAL - selalu unit_cost=1,3.025665,CALCULATED
CSTPOY2606000859,POY,946,4,GAGAL - selalu unit_cost=1,3.025465,CALCULATED
CSTPTY2606001752,PTY,9639,4,GAGAL - selalu unit_cost=1,1.366612,CALCULATED
CSTPOY2606000588,POY,675,4,GAGAL - selalu unit_cost=1,3.032150,CALCULATED
CSTPOY2606002915,POY,3002,4,GAGAL - selalu unit_cost=1,3.014632,CALCULATED
CSTPOY2606002958,POY,3045,4,GAGAL - selalu unit_cost=1,3.016585,CALCULATED
CSTPOY2606001918,POY,2005,4,GAGAL - selalu unit_cost=1,2.990860,CALCULATED
