fg_product_code,fg_type,fg_name,fg_product_sys_id,input_product_code,input_type,input_product_sys_id,ratio,unit_cost_dipakai_engine,unit_cost_seharusnya,status_cost_hulu,understatement_baris
CSTPTY2606002237,PTY,PTY 150/48/RND/DSD-SD/HIM/DH/N/2/SZ,10124,CSTPOY2606001152,POY,1239,1,1,3.031351,CALCULATED,2.031351
CSTPTY2606001566,PTY,PTY 150/36/RND/DSD/NI/DH/N/1/Z,9453,CSTPOY2606000149,POY,236,1,1,3.031251,CALCULATED,2.031251
CSTPTY2606002196,PTY,PTY 225/144/TBL/OBR/NI/DH/N/2/SS,10083,CSTPOY2606002464,POY,2551,1,1,3.031235,CALCULATED,2.031235
CSTPTY2606004248,PTY,PTY 450/288/TBL/DBR/LIM/DH/N/2/SS,32592,CSTPOY2606002711,POY,2798,1,1,3.031210,CALCULATED,2.031210
CSTPTY2606003730,PTY,PTY 480/288/TBL/DBR/IM/DH/N/1/S,32074,CSTPOY2606002711,POY,2798,1,1,3.031210,CALCULATED,2.031210
CSTPTY2606004872,PTY,PTY 480/288/TBL/DBR/LIM/GTDH/N/1/S,33368,CSTPOY2606002711,POY,2798,1,1,3.031210,CALCULATED,2.031210
CSTPTY2606004226,PTY,PTY 450/288/TBL/DBR/IM/DH/N/2/SS,32570,CSTPOY2606002711,POY,2798,1,1,3.031210,CALCULATED,2.031210
CSTPTY2606001515,PTY,PTY 150/36/RND/DSD/NI/DH/N/1/Z,9402,CSTPOY2606000131,POY,218,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606004952,PTY,PTY 150/36/RND/DSD/LIM/ACDH/DP/1/Z,33448,CSTPOY2606000311,POY,398,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606002960,PTY,PTY 150/36/RND/DSD/NI/DH/N/1/Z-for Marionette,30350,CSTPOY2606000311,POY,398,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606004933,PTY,PTY 150/36/RND/DSD/LIM/DH/DP/1/Z,33429,CSTPOY2606000311,POY,398,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606000092,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,7979,CSTPOY2606000735,POY,822,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606000363,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8250,CSTPOY2606000535,POY,622,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606000411,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8298,CSTPOY2606000657,POY,744,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606003129,PTY,PTY 150/36/RND/DSD/NI/DH/N/1/Z,30875,CSTPOY2606000345,POY,432,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606001937,PTY,PTY 150/48/RND/DSD/HIM/DH/N/2/SZ,9824,CSTPOY2606000550,POY,637,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606000035,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,7922,CSTPOY2606000550,POY,637,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606001417,PTY,PTY 150/36/RND/DSD/HIM/LTDH/N/1/Z,9304,CSTPOY2606000311,POY,398,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606000608,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8495,CSTPOY2606000425,POY,512,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606005058,PTY,PTY 150/36/RND/DSD/NI/DH/DP/1/Z,33554,CSTPOY2606000311,POY,398,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606000378,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8265,CSTPOY2606000582,POY,669,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606002851,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,28771,CSTPOY2606000425,POY,512,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606002980,PTY,PTY 150/36/RND/DSD/NI/DH/N/1/Z-for Marionette,30370,CSTPOY2606000131,POY,218,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606004485,PTY,PTY 150/36/RND/DSD/NI/DH/N/1/Z/T,32829,CSTPOY2606000131,POY,218,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606000306,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8193,CSTPOY2606000416,POY,503,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606005059,PTY,PTY 150/36/RND/DSD/NI/ACDH/DP/1/Z,33555,CSTPOY2606000311,POY,398,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606004483,PTY,PTY 150/36/RND/DSD/NI/DH/N/1/Z/T,32827,CSTPOY2606000311,POY,398,1,1,3.031152,CALCULATED,2.031152
CSTPTY2606002167,PTY,PTY 225/144/TBL/DBR/NI/DH/N/2/SS,10054,CSTPOY2606002042,POY,2129,1,1,3.031109,CALCULATED,2.031109
CSTPTY2606005117,PTY,PTY 150/96/RND/DSD/NI/DH/N/1/Z,33613,CSTPOY2606001498,POY,1585,1,1,3.031087,CALCULATED,2.031087
CSTPTY2606004873,PTY,PTY 480/288/TBL/DBR/LIM/GTDH/N/1/S,33369,CSTPOY2606002710,POY,2797,1,1,3.031004,CALCULATED,2.031004
CSTATY2606000217,ATY,ATY 540/132/RND/DSD/NIM/DH/N/1/Z,23414,CSTPOY2606000338,POY,425,1,1,3.030952,CALCULATED,2.030952
CSTPTY2606000261,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8148,CSTPOY2606000395,POY,482,1,1,3.030952,CALCULATED,2.030952
CSTPTY2606000505,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8392,CSTPOY2606000803,POY,890,1,1,3.030952,CALCULATED,2.030952
CSTPTY2606002239,PTY,PTY 150/48/RND/DSD-SD/HIM/DH/N/2/SZ,10126,CSTPOY2606001153,POY,1240,1,1,3.030952,CALCULATED,2.030952
CSTPTY2606006265,PTY,PTY 225/72/TBL/DBR/HIM/DH/N/1/S,34330,CSTPOY2606002374,POY,2461,1,1,3.030893,CALCULATED,2.030893
CSTPTY2606006262,PTY,PTY 225/72/TBL/DBR/HIM/DH/N/1/S,34327,CSTPOY2606002377,POY,2464,1,1,3.030893,CALCULATED,2.030893
CSTPTY2606006260,PTY,PTY 225/72/TBL/DBR/HIM/DH/N/1/S,34325,CSTPOY2606002379,POY,2466,1,1,3.030893,CALCULATED,2.030893
CSTPTY2606006259,PTY,PTY 225/72/TBL/DBR/HIM/DH/N/1/S,34324,CSTPOY2606002380,POY,2467,1,1,3.030893,CALCULATED,2.030893
CSTPTY2606003293,PTY,PTY 225/96/RND/DBR/IM/DH/ST/3/ZZZ,31577,CSTPOY2606002485,POY,2572,1,1,3.030863,CALCULATED,2.030863
CSTPTY2606002287,PTY,PTY 700/288/RND/DBR/SIM/ACDH/ST/1/Z,10174,CSTPOY2606002485,POY,2572,1,1,3.030863,CALCULATED,2.030863
CSTPTY2606001678,PTY,PTY 150/36/RND/DSD/IM/LTDH/N/1/Z,9565,CSTPOY2606000117,POY,204,1,1,3.030852,CALCULATED,2.030852
CSTPTY2606000824,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8711,CSTPOY2606000112,POY,199,1,1,3.030852,CALCULATED,2.030852
CSTPTY2606002255,PTY,PTY 150/36/RND/DSD/HIM/RWLTDH/N/1/Z,10142,CSTPOY2606000117,POY,204,1,1,3.030852,CALCULATED,2.030852
CSTPTY2606001512,PTY,PTY 150/36/RND/DSD/NI/DH/N/1/Z,9399,CSTPOY2606000112,POY,199,1,1,3.030852,CALCULATED,2.030852
CSTPTY2606001404,PTY,PTY 150/36/RND/DSD/HIM/LTDH/N/1/Z,9291,CSTPOY2606000117,POY,204,1,1,3.030852,CALCULATED,2.030852
CSTPTY2606001402,PTY,PTY 150/36/RND/DSD/HIM/LTDH/N/1/Z,9289,CSTPOY2606000112,POY,199,1,1,3.030852,CALCULATED,2.030852
CSTPTY2606002253,PTY,PTY 150/36/RND/DSD/HIM/RWLTDH/N/1/Z,10140,CSTPOY2606000112,POY,199,1,1,3.030852,CALCULATED,2.030852
CSTPTY2606000131,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,8018,CSTPOY2606000949,POY,1036,1,1,3.030852,CALCULATED,2.030852
CSTPTY2606006230,PTY,PTY 450/192/TBL/DBR/HIM/DH/N/1/S,34295,CSTPOY2606002877,POY,2964,1,1,3.030790,CALCULATED,2.030790
CSTPTY2606005116,PTY,PTY 150/96/RND/DSD/NI/DH/N/1/Z,33612,CSTPOY2606001499,POY,1586,1,1,3.030787,CALCULATED,2.030787
CSTPTY2606000084,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,7971,CSTPOY2606000408,POY,495,1,1,3.030653,CALCULATED,2.030653
CSTPTY2606002311,PTY,PTY 150/48/RND/DSD/LIM/DH/N/4/2Z2S,10198,CSTPOY2606000408,POY,495,1,1,3.030653,CALCULATED,2.030653
CSTPTY2606002399,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/S,10286,CSTPOY2606000408,POY,495,1,1,3.030653,CALCULATED,2.030653
CSTPTY2606001538,PTY,PTY 150/36/RND/DSD/NI/DH/N/1/Z,9425,CSTPOY2606000154,POY,241,1,1,3.030653,CALCULATED,2.030653
CSTPTY2606000269,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8156,CSTPOY2606000408,POY,495,1,1,3.030653,CALCULATED,2.030653
CSTPTY2606002171,PTY,PTY 225/144/TBL/DBR/NI/DH/N/2/SS,10058,CSTPOY2606002046,POY,2133,1,1,3.030492,CALCULATED,2.030492
CSTPTY2606000821,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8708,CSTPOY2606001272,POY,1359,1,1,3.030453,CALCULATED,2.030453
CSTPTY2606002398,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/S,10285,CSTPOY2606001272,POY,1359,1,1,3.030453,CALCULATED,2.030453
CSTPTY2606000858,PTY,PTY 150/48/RND/DSD/NI/DH/N/2/SZ,8745,CSTPOY2606000797,POY,884,1,1,3.030453,CALCULATED,2.030453
CSTPTY2606003781,PTY,PTY 225/144/TBL/DBR/NI/DH/N/4/SSSS,32125,CSTPOY2606002073,POY,2160,1,1,3.030389,CALCULATED,2.030389
CSTPTY2606006357,PTY,PTY 300/192/RND/DSD/NIM/DH/N/1/S,34422,CSTPOY2606001486,POY,1573,1,1,3.030388,CALCULATED,2.030388
CSTPTY2606000026,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,7913,CSTPOY2606000495,POY,582,1,1,3.030353,CALCULATED,2.030353
CSTPTY2606004281,PTY,PTY 150/48/RND/DSD/IM/DH/SN/3/ZSZ,32625,CSTPOY2606000517,POY,604,1,1,3.030353,CALCULATED,2.030353
CSTPTY2606004289,PTY,PTY 150/48/RND/DSD/SIM/DH/SN/3/ZSZ,32633,CSTPOY2606000517,POY,604,1,1,3.030353,CALCULATED,2.030353
CSTPTY2606000353,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8240,CSTPOY2606000495,POY,582,1,1,3.030353,CALCULATED,2.030353
CSTPTY2606001697,PTY,PTY 150/48/RND/DSD/IM/DH/N/1/Z,9584,CSTPOY2606000495,POY,582,1,1,3.030353,CALCULATED,2.030353
CSTPTY2606004028,PTY,PTY 150/48/RND/DSD/HIM/ACDH/N/3/ZSZ,32372,CSTPOY2606000517,POY,604,1,1,3.030353,CALCULATED,2.030353
CSTPTY2606003835,PTY,PTY 150/48/RND/DSD/SIM/ACDH/N/3/ZSZ,32179,CSTPOY2606000517,POY,604,1,1,3.030353,CALCULATED,2.030353
CSTPTY2606000893,PTY,PTY 150/48/RND/OSD/NI/DH/N/1/Z,8780,CSTPOY2606001464,POY,1551,1,1,3.030317,CALCULATED,2.030317
CSTPTY2606000889,PTY,PTY 150/48/RND/OSD/HIM/DH/N/2/SZ,8776,CSTPOY2606001464,POY,1551,1,1,3.030317,CALCULATED,2.030317
CSTPTY2606000065,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,7952,CSTPOY2606000654,POY,741,1,1,3.030253,CALCULATED,2.030253
CSTPTY2606002386,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/S,10273,CSTPOY2606000654,POY,741,1,1,3.030253,CALCULATED,2.030253
CSTPTY2606000583,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8470,CSTPOY2606000654,POY,741,1,1,3.030253,CALCULATED,2.030253
CSTPTY2606001771,PTY,PTY 150/48/RND/DSD/LIM/DH/N/1/Z,9658,CSTPOY2606000654,POY,741,1,1,3.030253,CALCULATED,2.030253
CSTPTY2606000460,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8347,CSTPOY2606000715,POY,802,1,1,3.030253,CALCULATED,2.030253
CSTPTY2606000877,PTY,PTY 150/48/RND/DSD-DSD/HIM/DH/N/2/SZ,8764,CSTPOY2606000483,POY,570,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606000054,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,7941,CSTPOY2606000622,POY,709,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606000268,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8155,CSTPOY2606000405,POY,492,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606001714,PTY,PTY 150/48/RND/DSD/IM/DH/N/1/Z,9601,CSTPOY2606000622,POY,709,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606000024,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,7911,CSTPOY2606000483,POY,570,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606001552,PTY,PTY 150/36/RND/DSD/NI/DH/N/1/Z,9439,CSTPOY2606000170,POY,257,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606001696,PTY,PTY 150/48/RND/DSD/IM/DH/N/1/Z,9583,CSTPOY2606000483,POY,570,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606005857,PTY,PTY 150/36/RND/DSD/HIM/DH/N/3/SZ,33922,CSTPOY2606000347,POY,434,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606000700,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8587,CSTPOY2606001125,POY,1212,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606002217,PTY,PTY 150/48/RND/DSD/HIM/RWDH/N/1/Z,10104,CSTPOY2606000622,POY,709,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606000464,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8351,CSTPOY2606000655,POY,742,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606002383,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/S,10270,CSTPOY2606000405,POY,492,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606000066,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,7953,CSTPOY2606000655,POY,742,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606002885,PTY,PTY 150/36/RND/DSD/HIM/DH/N/2/SZ,28805,CSTPOY2606000170,POY,257,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606000402,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8289,CSTPOY2606000483,POY,570,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606001541,PTY,PTY 150/36/RND/DSD/NI/DH/N/1/Z,9428,CSTPOY2606000157,POY,244,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606001444,PTY,PTY 150/48/RND/DSD/HIM/LTDH/N/1/Z,9331,CSTPOY2606000405,POY,492,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606001432,PTY,PTY 150/48/RND/DSD/HIM/LTDH/N/1/Z,9319,CSTPOY2606000483,POY,570,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606002884,PTY,PTY 150/36/RND/DSD/HIM/DH/N/2/SZ-Carlweiske,28804,CSTPOY2606000347,POY,434,1,1,3.030154,CALCULATED,2.030154
CSTPTY2606002279,PTY,PTY 700/288/RND/DBR/SIM/ACDH/ST/1/Z,10166,CSTPOY2606002480,POY,2567,1,1,3.030143,CALCULATED,2.030143
CSTPTY2606006183,PTY,PTY 150/288/RND/DSD/SIM/DH/N/2/ZS,34248,CSTPOY2606002856,POY,2943,1,1,3.030079,CALCULATED,2.030079
CSTPTY2606003868,PTY,PTY 150/48/RND/DSD/NI/DH/N/2/ZZ,32212,CSTPOY2606000516,POY,603,1,1,3.030054,CALCULATED,2.030054
CSTPTY2606000481,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8368,CSTPOY2606000774,POY,861,1,1,3.030054,CALCULATED,2.030054
CSTPTY2606000098,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,7985,CSTPOY2606000774,POY,861,1,1,3.030054,CALCULATED,2.030054
CSTATY2606000190,ATY,ATY 400/96/RND/SD-UV/NIM/DH/N/1/Z,23387,CSTPOY2606003729,POY,3816,1,1,3.029987,CALCULATED,2.029987
CSTPTY2606002367,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/S,10254,CSTPOY2606000635,POY,722,1,1,3.029954,CALCULATED,2.029954
CSTPTY2606003819,PTY,PTY 150/48/RND/DSD/NI/LTDH/SN/1/Z,32163,CSTPOY2606000596,POY,683,1,1,3.029954,CALCULATED,2.029954
CSTPTY2606000403,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8290,CSTPOY2606000635,POY,722,1,1,3.029954,CALCULATED,2.029954
CSTPTY2606000537,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8424,CSTPOY2606000849,POY,936,1,1,3.029954,CALCULATED,2.029954
CSTPTY2606004859,PTY,PTY 480/288/TBL/DBR/LIM/GTDH/N/1/S,33355,CSTPOY2606002724,POY,2811,1,1,3.029874,CALCULATED,2.029874
CSTPTY2606003505,PTY,PTY 150/48/RND/DSD/NI/DH/SN/1/Z,31849,CSTPOY2606000417,POY,504,1,1,3.029854,CALCULATED,2.029854
CSTPTY2606003872,PTY,PTY 150/48/RND/DSD/NI/DH/N/2/ZZ,32216,CSTPOY2606000503,POY,590,1,1,3.029854,CALCULATED,2.029854
CSTPTY2606000052,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,7939,CSTPOY2606000417,POY,504,1,1,3.029854,CALCULATED,2.029854
CSTPTY2606000094,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,7981,CSTPOY2606000745,POY,832,1,1,3.029854,CALCULATED,2.029854
CSTPTY2606001811,PTY,PTY 150/48/RND/DSD/NI/DH/N/3/ZSZ,9698,CSTPOY2606000503,POY,590,1,1,3.029854,CALCULATED,2.029854
CSTPTY2606002376,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/S,10263,CSTPOY2606000417,POY,504,1,1,3.029854,CALCULATED,2.029854
CSTPTY2606000075,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,7962,CSTPOY2606000694,POY,781,1,1,3.029854,CALCULATED,2.029854
CSTPTY2606003822,PTY,PTY 150/48/RND/DSD/NI/LTDH/SN/1/Z,32166,CSTPOY2606000417,POY,504,1,1,3.029854,CALCULATED,2.029854
CSTPTY2606000876,PTY,PTY 150/48/RND/DSD-DSD/HIM/DH/N/2/SZ,8763,CSTPOY2606000745,POY,832,1,1,3.029854,CALCULATED,2.029854
CSTPTY2606000274,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8161,CSTPOY2606000417,POY,504,1,1,3.029854,CALCULATED,2.029854
CSTPTY2606000279,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8166,CSTPOY2606000429,POY,516,1,1,3.029854,CALCULATED,2.029854
CSTPTY2606001727,PTY,PTY 150/48/RND/DSD/IM/DH/N/1/Z,9614,CSTPOY2606000694,POY,781,1,1,3.029854,CALCULATED,2.029854
CSTPTY2606002177,PTY,PTY 225/144/TBL/DBR/NI/DH/N/2/SS,10064,CSTPOY2606002052,POY,2139,1,1,3.029772,CALCULATED,2.029772
CSTPTY2606003503,PTY,PTY 150/48/RND/DSD/NI/DH/SN/1/Z,31847,CSTPOY2606000457,POY,544,1,1,3.029755,CALCULATED,2.029755
CSTPTY2606002564,PTY,PTY 150/48/RND/DSD/NI/DH/SN/1/S,10451,CSTPOY2606000457,POY,544,1,1,3.029755,CALCULATED,2.029755
CSTPTY2606005150,PTY,PTY 150/48/RND/DSD-DSD/LIM/DH/N/2/ZZ,27652,CSTPOY2606000457,POY,544,1,1,3.029755,CALCULATED,2.029755
CSTPTY2606002358,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/S,10245,CSTPOY2606000457,POY,544,1,1,3.029755,CALCULATED,2.029755
CSTPTY2606000326,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8213,CSTPOY2606000457,POY,544,1,1,3.029755,CALCULATED,2.029755
CSTPTY2606004015,PTY,PTY 150/48/RND/DSD/HIM/DH/SN/3/ZSZ,32359,CSTPOY2606000536,POY,623,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606001640,PTY,PTY 150/48/RND/DSD/LIM/DH/N/2/SZ,9527,CSTPOY2606000620,POY,707,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606001812,PTY,PTY 150/48/RND/DSD/NI/DH/N/3/ZSZ,9699,CSTPOY2606000725,POY,812,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000515,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8402,CSTPOY2606000827,POY,914,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606001514,PTY,PTY 150/36/RND/DSD/NI/DH/N/1/Z,9401,CSTPOY2606000119,POY,206,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000518,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8405,CSTPOY2606000836,POY,923,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606002258,PTY,PTY 150/36/RND/DSD/HIM/RWLTDH/N/1/Z,10145,CSTPOY2606000119,POY,206,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000016,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,7903,CSTPOY2606000543,POY,630,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000485,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8372,CSTPOY2606000778,POY,865,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606001825,PTY,PTY 150/48/RND/DSD/HIM/DH/N/2/SZ,9712,CSTPOY2606000404,POY,491,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606003492,PTY,PTY 150/48/RND/DSD/HIM/DH/SN/2/SZ,31836,CSTPOY2606000775,POY,862,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606003211,PTY,PTY 150/48/RND/DSD/HIM/ACDH/PP/2/SZ,31495,CSTPOY2606000761,POY,848,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606003212,PTY,PTY 150/48/RND/DSD/HIM/ACDH/PP/2/SZ,31496,CSTPOY2606000775,POY,862,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606005550,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z-downgrade,28892,CSTPOY2606000840,POY,927,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606001406,PTY,PTY 150/36/RND/DSD/HIM/LTDH/N/1/Z,9293,CSTPOY2606000119,POY,206,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606001540,PTY,PTY 150/36/RND/DSD/NI/DH/N/1/Z,9427,CSTPOY2606000156,POY,243,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606005551,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z-downgrade,28893,CSTPOY2606000839,POY,926,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606001539,PTY,PTY 150/36/RND/DSD/NI/DH/N/1/Z,9426,CSTPOY2606000155,POY,242,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606005552,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z-downgrade,28894,CSTPOY2606000838,POY,925,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606001877,PTY,PTY 150/48/RND/DSD/HIM/DH/N/2/SZ,9764,CSTPOY2606000744,POY,831,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606001876,PTY,PTY 150/48/RND/DSD/HIM/DH/N/2/SZ,9763,CSTPOY2606000743,POY,830,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000267,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8154,CSTPOY2606000404,POY,491,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000210,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,8097,CSTPOY2606001165,POY,1252,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000456,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8343,CSTPOY2606000706,POY,793,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000523,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8410,CSTPOY2606000602,POY,689,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000522,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8409,CSTPOY2606000601,POY,688,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000051,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,7938,CSTPOY2606000620,POY,707,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000055,PTY,PTY 150/48/RND/DSD/HIM/DH/N/1/Z,7942,CSTPOY2606000642,POY,729,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606002313,PTY,PTY 150/48/RND/DSD/LIM/DH/N/4/2Z2S,10200,CSTPOY2606000620,POY,707,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000367,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8254,CSTPOY2606000541,POY,628,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000490,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8377,CSTPOY2606000783,POY,870,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000489,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8376,CSTPOY2606000782,POY,869,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606001762,PTY,PTY 150/48/RND/DSD/LIM/DH/N/1/Z,9649,CSTPOY2606000693,POY,780,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606003805,PTY,PTY 150/48/RND/DSD/HIM/ACDH/DP/2/SZ,32149,CSTPOY2606000815,POY,902,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606003801,PTY,PTY 150/48/RND/DSD/HIM/ACDH/DP/2/SZ,32145,CSTPOY2606000819,POY,906,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000577,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8464,CSTPOY2606000932,POY,1019,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000571,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8458,CSTPOY2606000919,POY,1006,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606003876,PTY,PTY 150/48/RND/DSD/NI/DH/N/2/ZZ,32220,CSTPOY2606000504,POY,591,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606004436,PTY,PTY 150/48/RND/DSD/IM/ACDH/PP/2/SZ,32780,CSTPOY2606000775,POY,862,1,1,3.029655,CALCULATED,2.029655
CSTPTY2606000383,PTY,PTY 150/48/RND/DSD/NI/DH/N/1/Z,8270,CSTPOY2606000595,POY,682,1,1,3.029655,CALCULATED,2.029655
