fg_product_code,fg_type,fg_name,fg_product_sys_id,input_product_code,input_type,input_product_sys_id,ratio,unit_cost_dipakai_engine,unit_cost_seharusnya,status_cost_hulu,understatement_baris
CSTPTY2606006084,PTY,PTY 75/36/RND/RSD-FR/HIM/DH/N/1/Z(IRV),34149,CSTPOY2606003900,POY,27257,1,1,4.202778,CALCULATED,3.202778
CSTATY2606000033,ATY,ATY 360/108/RND/RSD-FR/AC/DP/1/O,23333,CSTPOY2606003501,POY,3588,1,1,4.069117,CALCULATED,3.069117
CSTATY2606000198,ATY,ATY 360/96/RND/DSD-PBT+PET/NIM/ACDH/DP/1/Z,23395,CSTPOY2606003999,POY,27498,1,1,4.047563,CALCULATED,3.047563
CSTATY2606000197,ATY,ATY 360/96/RND/DSD-PBT+PET/NIM/DH/N/1/Z,23394,CSTPOY2606003999,POY,27498,1,1,4.047563,CALCULATED,3.047563
CSTATY2606000237,ATY,ATY 370/108/RND/DSD/NIM/DH/N/1/Z(PET+PBT),23434,CSTPOY2606003763,POY,3850,1,1,3.990383,CALCULATED,2.990383
CSTPTY2606005841,PTY,PTY 166/48/RND/FR-DSD/SIM/DH/N/2/SZ,33906,CSTPOY2606003774,POY,3861,1,1,3.984104,CALCULATED,2.984104
CSTATY2606000155,ATY,ATY 400/96/RND/RSD-FR/NIM/DH/N/1/Z,23299,CSTPOY2606003809,POY,23742,1,1,3.950308,CALCULATED,2.950308
CSTATY2606000246,ATY,ATY 1750/864/RND/RBSD-RSD/NIM/DH/N/1/Z,23443,CSTPOY2606003845,POY,27202,1,1,3.947486,CALCULATED,2.947486
CSTATY2606000188,ATY,ATY 1764/960/RND/RSDFR-DSD/NIM/DH/N/1/Z,23385,CSTPOY2606003984,POY,27483,1,1,3.947486,CALCULATED,2.947486
CSTATY2606000187,ATY,ATY 1764/960/RND/RSDFR-BSD/NIM/DH/N/1/Z,23384,CSTPOY2606003984,POY,27483,1,1,3.947486,CALCULATED,2.947486
CSTATY2606000187,ATY,ATY 1764/960/RND/RSDFR-BSD/NIM/DH/N/1/Z,23384,CSTPOY2606003845,POY,27202,1,1,3.947486,CALCULATED,2.947486
CSTATY2606000188,ATY,ATY 1764/960/RND/RSDFR-DSD/NIM/DH/N/1/Z,23385,CSTPOY2606003845,POY,27202,1,1,3.947486,CALCULATED,2.947486
CSTPTY2606006113,PTY,PTY 150/144/RND/RSD-FR/SIM/DH/N/2/SZ,34178,CSTPOY2606003901,POY,27258,1,1,3.944391,CALCULATED,2.944391
CSTPTY2606006085,PTY,PTY 150/144/RND/RSD-FR/HIM/DH/N/2/SZ,34150,CSTPOY2606003901,POY,27258,1,1,3.944391,CALCULATED,2.944391
CSTPTY2606005594,PTY,PTY 163/36/RND/RSD-FR/LIM/DH/DP/1/Z,28936,CSTPOY2606003499,POY,3586,1,1,3.937776,CALCULATED,2.937776
CSTPTY2606004745,PTY,PTY 163/36/RND/RSD-FR/HIM/DH/DP/1/Z,33089,CSTPOY2606003499,POY,3586,1,1,3.937776,CALCULATED,2.937776
CSTPTY2606004744,PTY,PTY 163/36/RND/RSD-FR/HIM/DH/DP/2/SZ,33088,CSTPOY2606003499,POY,3586,1,1,3.937776,CALCULATED,2.937776
CSTPTY2606005593,PTY,PTY 163/36/RND/RSD-FR/LIM/DH/DP/2/SZ,28935,CSTPOY2606003499,POY,3586,1,1,3.937776,CALCULATED,2.937776
CSTPTY2606004658,PTY,PTY 163/36/RND/RSD-FR/HIM/DH/N/4/2Z2S,33002,CSTPOY2606003499,POY,3586,1,1,3.937776,CALCULATED,2.937776
CSTPTY2606006204,PTY,PTY 165/36/RND/RSD-FR/NIM/DH/N/4/2Z2S,34269,CSTPOY2606003814,POY,27171,1,1,3.933195,CALCULATED,2.933195
CSTATY2606000223,ATY,ATY 567/144/RND/RSD-FR/N/1/O,23420,CSTPOY2606003815,POY,27172,1,1,3.928785,CALCULATED,2.928785
CSTATY2606000191,ATY,ATY 378/96/RND/RSD-FR/N/1/O,23388,CSTPOY2606003815,POY,27172,1,1,3.928785,CALCULATED,2.928785
CSTPTY2606005600,PTY,PTY 165/36/RND/RSD-FR/HIM/DH/DP/1/Z,28942,CSTPOY2606003808,POY,23741,1,1,3.927356,CALCULATED,2.927356
CSTPTY2606005566,PTY,PTY 165/96/RND/RSD-FR/HIM/DH/DP/1/Z,28908,CSTPOY2606000018,POY,105,1,1,3.927356,CALCULATED,2.927356
CSTPTY2606005909,PTY,PTY 165/36/RND/RSD-FR/NIM/DH/N/1/Z,33974,CSTPOY2606003808,POY,23741,1,1,3.927356,CALCULATED,2.927356
CSTPTY2606006404,PTY,PTY 150/48/RND/RDBR/LIM/DH/N/1/Z,34469,CSTPOY2606003992,POY,27491,1,1,3.918707,CALCULATED,2.918707
CSTPTY2606005831,PTY,PTY 165/144/RND/RSD-FR/SIM/DH/N/2/SZ,33896,CSTPOY2606003525,POY,3612,1,1,3.916481,CALCULATED,2.916481
CSTPTY2606004657,PTY,PTY 163/144/RND/RSD-FR/HIM/DH/N/2/SZ,33001,CSTPOY2606003525,POY,3612,1,1,3.916481,CALCULATED,2.916481
CSTPTY2606006405,PTY,PTY 150/48/RND/RDBR/LIM/DH/N/1/Z,34470,CSTPOY2606003993,POY,27492,1,1,3.905303,CALCULATED,2.905303
CSTPTY2606006406,PTY,PTY 150/48/RND/RDBR/LIM/DH/N/1/Z,34471,CSTPOY2606003994,POY,27493,1,1,3.900749,CALCULATED,2.900749
CSTPTY2606006403,PTY,PTY 150/48/RND/RDBR/LIM/DH/N/1/Z,34468,CSTPOY2606003991,POY,27490,1,1,3.897803,CALCULATED,2.897803
CSTPTY2606006159,PTY,PTY 75/72/RND/DFD/LIM/DH/N/2/SS,34224,CSTPOY2606003640,POY,3727,1,1,3.396059,CALCULATED,2.396059
CSTPTY2606006158,PTY,PTY 75/72/RND/DFD/LIM/DH/N/2/SS,34223,CSTPOY2606003641,POY,3728,1,1,3.388184,CALCULATED,2.388184
CSTPTY2606004928,PTY,PTY 75/72/PLS/DFD/SIM/DH/N/2/SZ,33424,CSTPOY2606003641,POY,3728,1,1,3.388184,CALCULATED,2.388184
CSTPTY2606006154,PTY,PTY 75/72/RND/DFD/LIM/DH/N/2/SS,34219,CSTPOY2606003645,POY,3732,1,1,3.377694,CALCULATED,2.377694
CSTPTY2606006156,PTY,PTY 75/72/RND/DFD/LIM/DH/N/2/SS,34221,CSTPOY2606003643,POY,3730,1,1,3.367217,CALCULATED,2.367217
CSTPTY2606004927,PTY,PTY 75/72/PLS/DFD/SIM/DH/N/2/SZ,33423,CSTPOY2606003643,POY,3730,1,1,3.367217,CALCULATED,2.367217
CSTPTY2606004517,PTY,PTY 75/36/TBL/DBR/NI/DH/N/1/Z,32861,CSTPOY2606003255,POY,3342,1,1,3.357194,CALCULATED,2.357194
CSTPTY2606006155,PTY,PTY 75/72/RND/DFD/LIM/DH/N/2/SS,34220,CSTPOY2606003644,POY,3731,1,1,3.356751,CALCULATED,2.356751
CSTPTY2606004926,PTY,PTY 75/72/PLS/DFD/SIM/DH/N/2/SZ,33422,CSTPOY2606003644,POY,3731,1,1,3.356751,CALCULATED,2.356751
CSTPTY2606005083,PTY,PTY 75/36/RND/DBR/NI/DH/N/1/Z,33579,CSTPOY2606003587,POY,3674,1,1,3.356630,CALCULATED,2.356630
CSTPTY2606005081,PTY,PTY 75/36/RND/DBR/NI/DH/N/1/Z,33577,CSTPOY2606003589,POY,3676,1,1,3.352516,CALCULATED,2.352516
CSTPTY2606006386,PTY,PTY 75/36/RND/OBR/NI/DH/N/1/Z,34451,CSTPOY2606003974,POY,27473,1,1,3.351773,CALCULATED,2.351773
CSTPTY2606006157,PTY,PTY 75/72/RND/DFD/LIM/DH/N/2/SS,34222,CSTPOY2606003642,POY,3729,1,1,3.351523,CALCULATED,2.351523
CSTPTY2606005089,PTY,PTY 75/36/RND/DBR/NI/DH/N/1/Z,33585,CSTPOY2606003581,POY,3668,1,1,3.351488,CALCULATED,2.351488
CSTPTY2606005082,PTY,PTY 75/36/RND/DBR/NI/DH/N/1/Z,33578,CSTPOY2606003588,POY,3675,1,1,3.350871,CALCULATED,2.350871
CSTPTY2606005086,PTY,PTY 75/36/RND/DBR/NI/DH/N/1/Z,33582,CSTPOY2606003584,POY,3671,1,1,3.349431,CALCULATED,2.349431
CSTPTY2606005085,PTY,PTY 75/36/RND/DBR/NI/DH/N/1/Z,33581,CSTPOY2606003585,POY,3672,1,1,3.349123,CALCULATED,2.349123
CSTPTY2606005088,PTY,PTY 75/36/RND/DBR/NI/DH/N/1/Z,33584,CSTPOY2606003582,POY,3669,1,1,3.348404,CALCULATED,2.348404
CSTPTY2606005084,PTY,PTY 75/36/RND/DBR/NI/DH/N/1/Z,33580,CSTPOY2606003586,POY,3673,1,1,3.346040,CALCULATED,2.346040
CSTPTY2606005087,PTY,PTY 75/36/RND/DBR/NI/DH/N/1/Z,33583,CSTPOY2606003583,POY,3670,1,1,3.340699,CALCULATED,2.340699
CSTPTY2606006350,PTY,PTY 75/72/RND/RDSD/SIM/DH/N/1/Z,34415,CSTPOY2606003959,POY,27458,1,1,3.339101,CALCULATED,2.339101
CSTPTY2606005669,PTY,PTY 75/36/TBL/DBR/LIM/DH/N/1/Z,33726,CSTPOY2606003359,POY,3446,1,1,3.339092,CALCULATED,2.339092
CSTPTY2606004516,PTY,PTY 75/36/TBL/DBR/NI/DH/N/1/Z,32860,CSTPOY2606003354,POY,3441,1,1,3.337220,CALCULATED,2.337220
CSTPTY2606006352,PTY,PTY 75/72/RND/RDSD/SIM/DH/N/1/Z,34417,CSTPOY2606003961,POY,27460,1,1,3.334814,CALCULATED,2.334814
CSTPTY2606004513,PTY,PTY 75/36/TBL/DBR/NI/DH/N/1/Z,32857,CSTPOY2606003355,POY,3442,1,1,3.334101,CALCULATED,2.334101
CSTPTY2606006355,PTY,PTY 75/72/RND/RDSD/SIM/DH/N/1/Z,34420,CSTPOY2606003964,POY,27463,1,1,3.334099,CALCULATED,2.334099
CSTPTY2606005668,PTY,PTY 75/36/TBL/DBR/LIM/DH/N/1/Z,33725,CSTPOY2606003360,POY,3447,1,1,3.333893,CALCULATED,2.333893
CSTPTY2606005670,PTY,PTY 75/36/TBL/DBR/LIM/DH/N/1/Z,33727,CSTPOY2606003358,POY,3445,1,1,3.333893,CALCULATED,2.333893
CSTPTY2606006351,PTY,PTY 75/72/RND/RDSD/SIM/DH/N/1/Z,34416,CSTPOY2606003960,POY,27459,1,1,3.333487,CALCULATED,2.333487
CSTPTY2606005667,PTY,PTY 75/36/TBL/DBR/LIM/DH/N/1/Z,33724,CSTPOY2606003361,POY,3448,1,1,3.331815,CALCULATED,2.331815
CSTPTY2606004515,PTY,PTY 75/36/TBL/DBR/NI/DH/N/1/Z,32859,CSTPOY2606003353,POY,3440,1,1,3.328698,CALCULATED,2.328698
CSTPTY2606004514,PTY,PTY 75/36/TBL/DBR/NI/DH/N/1/Z,32858,CSTPOY2606003356,POY,3443,1,1,3.326932,CALCULATED,2.326932
CSTPTY2606006353,PTY,PTY 75/72/RND/RDSD/SIM/DH/N/1/Z,34418,CSTPOY2606003962,POY,27461,1,1,3.324207,CALCULATED,2.324207
CSTPTY2606004512,PTY,PTY 75/36/TBL/DBR/NI/DH/N/1/Z,32856,CSTPOY2606003357,POY,3444,1,1,3.322466,CALCULATED,2.322466
CSTPTY2606005666,PTY,PTY 75/36/TBL/DBR/LIM/DH/N/1/Z,33723,CSTPOY2606003357,POY,3444,1,1,3.322466,CALCULATED,2.322466
CSTPTY2606006354,PTY,PTY 75/72/RND/RDSD/SIM/DH/N/1/Z,34419,CSTPOY2606003963,POY,27462,1,1,3.319520,CALCULATED,2.319520
CSTPTY2606004401,PTY,PTY 75/72/RND/DSD/SIM/DH/N/1/Z,32745,CSTPOY2606003451,POY,3538,1,1,3.291388,CALCULATED,2.291388
CSTPTY2606004403,PTY,PTY 75/72/RND/DSD/SIM/DH/N/1/Z,32747,CSTPOY2606003449,POY,3536,1,1,3.287178,CALCULATED,2.287178
CSTPTY2606005360,PTY,PTY 1800/1728/RND/DSD/SIM/ACDH/N/1/Z,28556,CSTPTY2606006448,PTY,34513,1,1,3.286686,CALCULATED,2.286686
CSTPTY2606005360,PTY,PTY 1800/1728/RND/DSD/SIM/ACDH/N/1/Z,28556,CSTPTY2606006447,PTY,34512,1,1,3.286686,CALCULATED,2.286686
CSTPTY2606004406,PTY,PTY 75/72/RND/DSD/SIM/DH/N/1/Z,32750,CSTPOY2606003446,POY,3533,1,1,3.286477,CALCULATED,2.286477
CSTPTY2606004402,PTY,PTY 75/72/RND/DSD/SIM/DH/N/1/Z,32746,CSTPOY2606003450,POY,3537,1,1,3.285876,CALCULATED,2.285876
CSTPTY2606004407,PTY,PTY 75/72/RND/DSD/SIM/DH/N/1/Z,32751,CSTPOY2606003445,POY,3532,1,1,3.283873,CALCULATED,2.283873
CSTPTY2606005060,PTY,PTY 75/72/RND/FSD/IM/DH/N/1/Z,33556,CSTPOY2606003574,POY,3661,1,1,3.282101,CALCULATED,2.282101
CSTPTY2606006458,PTY,PTY 75/72/RND/FSD/SIM/DTDH/N/1/Z,34523,CSTPOY2606003574,POY,3661,1,1,3.282101,CALCULATED,2.282101
CSTPTY2606005097,PTY,PTY 75/72/RND/FSD/LIM/DH/N/1/Z,33593,CSTPOY2606003574,POY,3661,1,1,3.282101,CALCULATED,2.282101
CSTPTY2606004349,PTY,PTY 75/72/RND/DSD/IM/DH/N/1/Z,32693,CSTPOY2606003442,POY,3529,1,1,3.279868,CALCULATED,2.279868
CSTPTY2606004410,PTY,PTY 75/72/RND/DSD/SIM/DH/N/1/Z,32754,CSTPOY2606003442,POY,3529,1,1,3.279868,CALCULATED,2.279868
CSTPTY2606004404,PTY,PTY 75/72/RND/DSD/SIM/DH/N/1/Z,32748,CSTPOY2606003448,POY,3535,1,1,3.276765,CALCULATED,2.276765
CSTPTY2606005194,PTY,PTY 163/144/RND/RSD-FR/HIM/RWDH/SN/2/S,27759,CSTPTY2606004657,PTY,33001,1,1,3.276606,CALCULATED,2.276606
CSTPTY2606001623,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9510,CSTPOY2606002355,POY,2442,1,1,3.274927,CALCULATED,2.274927
CSTPTY2606001622,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9509,CSTPOY2606002354,POY,2441,1,1,3.273831,CALCULATED,2.273831
CSTPTY2606005198,PTY,PTY 75/36/RND/BSD-OSD/SIM/DH/N/2/Z,27763,CSTPOY2606000036,POY,123,1,1,3.272469,CALCULATED,2.272469
CSTPTY2606005197,PTY,PTY 75/36/RND/BSD-OSD/HIM/DH/N/2/Z,27762,CSTPOY2606000036,POY,123,1,1,3.272469,CALCULATED,2.272469
CSTPTY2606001191,PTY,PTY 75/36/RND/OSD/NI/DH/N/1/Z,9078,CSTPOY2606000036,POY,123,1,1,3.272469,CALCULATED,2.272469
CSTPTY2606004405,PTY,PTY 75/72/RND/DSD/SIM/DH/N/1/Z,32749,CSTPOY2606003447,POY,3534,1,1,3.272163,CALCULATED,2.272163
CSTPTY2606005708,PTY,PTY 75/36/RND/SD-FR/HIM/DH/N/1/Z,33765,CSTPOY2606003694,POY,3781,1,1,3.270345,CALCULATED,2.270345
CSTPTY2606001192,PTY,PTY 75/36/RND/OSD/NI/DH/N/1/Z,9079,CSTPOY2606000038,POY,125,1,1,3.269472,CALCULATED,2.269472
CSTPTY2606001621,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9508,CSTPOY2606002353,POY,2440,1,1,3.267454,CALCULATED,2.267454
CSTPTY2606001620,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9507,CSTPOY2606002352,POY,2439,1,1,3.261183,CALCULATED,2.261183
CSTPTY2606006046,PTY,PTY 75/72/RND/DSD/NI/DH/N/1/Z,34111,CSTPOY2606003427,POY,3514,1,1,3.258239,CALCULATED,2.258239
CSTPTY2606003083,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30829,CSTPOY2606002270,POY,2357,1,1,3.255957,CALCULATED,2.255957
CSTPTY2606006043,PTY,PTY 75/72/RND/DSD/NI/DH/N/1/Z,34108,CSTPOY2606003430,POY,3517,1,1,3.255744,CALCULATED,2.255744
CSTPTY2606005165,PTY,PTY 75/72/RND/DSD-DSD/HIM/DH/N/2/Z,27730,CSTPOY2606003430,POY,3517,1,1,3.255744,CALCULATED,2.255744
CSTPTY2606005165,PTY,PTY 75/72/RND/DSD-DSD/HIM/DH/N/2/Z,27730,CSTPOY2606003428,POY,3515,1,1,3.254546,CALCULATED,2.254546
CSTPTY2606006045,PTY,PTY 75/72/RND/DSD/NI/DH/N/1/Z,34110,CSTPOY2606003428,POY,3515,1,1,3.254546,CALCULATED,2.254546
CSTPTY2606003058,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30804,CSTPOY2606002308,POY,2395,1,1,3.254461,CALCULATED,2.254461
CSTPTY2606001606,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9493,CSTPOY2606002337,POY,2424,1,1,3.254461,CALCULATED,2.254461
CSTPTY2606003070,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30816,CSTPOY2606002292,POY,2379,1,1,3.254461,CALCULATED,2.254461
CSTPTY2606001607,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9494,CSTPOY2606002338,POY,2425,1,1,3.254461,CALCULATED,2.254461
CSTPTY2606001178,PTY,PTY 75/36/RND/DSD/HIM/DH/N/1/Z,9065,CSTPOY2606002308,POY,2395,1,1,3.254461,CALCULATED,2.254461
CSTPTY2606001605,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9492,CSTPOY2606002336,POY,2423,1,1,3.253962,CALCULATED,2.253962
CSTPTY2606004348,PTY,PTY 75/72/RND/DSD/IM/DH/N/1/Z,32692,CSTPOY2606003444,POY,3531,1,1,3.253884,CALCULATED,2.253884
CSTPTY2606004414,PTY,PTY 75/72/RND/DSD/SIM/DH/N/1/Z,32758,CSTPOY2606003444,POY,3531,1,1,3.253884,CALCULATED,2.253884
CSTPTY2606001603,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9490,CSTPOY2606002334,POY,2421,1,1,3.253563,CALCULATED,2.253563
CSTPTY2606003088,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30834,CSTPOY2606000026,POY,113,1,1,3.253329,CALCULATED,2.253329
CSTPTY2606001190,PTY,PTY 75/36/RND/DSD/SIM/DH/N/1/Z-FOOD GRADE,9077,CSTPOY2606000026,POY,113,1,1,3.253329,CALCULATED,2.253329
CSTPTY2606005164,PTY,PTY 75/72/RND/DSD-DSD/HIM/DH/N/2/Z,27729,CSTPOY2606003426,POY,3513,1,1,3.253249,CALCULATED,2.253249
CSTPTY2606004415,PTY,PTY 75/72/RND/DSD/SIM/DH/N/1/Z,32759,CSTPOY2606003426,POY,3513,1,1,3.253249,CALCULATED,2.253249
CSTPTY2606003055,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30801,CSTPOY2606002311,POY,2398,1,1,3.252864,CALCULATED,2.252864
CSTPTY2606003068,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30814,CSTPOY2606002299,POY,2386,1,1,3.252864,CALCULATED,2.252864
CSTPTY2606005158,PTY,PTY 75/36/RND/BSD-DSD/SIM/DH/N/2/Z,27723,CSTPOY2606002326,POY,2413,1,1,3.252465,CALCULATED,2.252465
CSTPTY2606005197,PTY,PTY 75/36/RND/BSD-OSD/HIM/DH/N/2/Z,27762,CSTPOY2606002326,POY,2413,1,1,3.252465,CALCULATED,2.252465
CSTPTY2606005198,PTY,PTY 75/36/RND/BSD-OSD/SIM/DH/N/2/Z,27763,CSTPOY2606002326,POY,2413,1,1,3.252465,CALCULATED,2.252465
CSTPTY2606005199,PTY,PTY 75/36/RND/BSD-DSD/HIM/DH/N/2/Z,27764,CSTPOY2606002326,POY,2413,1,1,3.252465,CALCULATED,2.252465
CSTPTY2606006044,PTY,PTY 75/72/RND/DSD/NI/DH/N/1/Z,34109,CSTPOY2606003429,POY,3516,1,1,3.251753,CALCULATED,2.251753
CSTPTY2606001602,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9489,CSTPOY2606002333,POY,2420,1,1,3.250969,CALCULATED,2.250969
CSTPTY2606003082,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30828,CSTPOY2606002271,POY,2358,1,1,3.250471,CALCULATED,2.250471
CSTPTY2606003067,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30813,CSTPOY2606002300,POY,2387,1,1,3.250072,CALCULATED,2.250072
CSTPTY2606006118,PTY,PTY 100/96/TBL/OBR/HIM/DH/N/1/Z,34183,CSTPOY2606003909,POY,27266,1,1,3.250069,CALCULATED,2.250069
CSTPTY2606003089,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30835,CSTPOY2606002262,POY,2349,1,1,3.249773,CALCULATED,2.249773
CSTPTY2606002085,PTY,PTY 75/36/RND/DSD/IM/DH/N/1/Z,9972,CSTPOY2606002262,POY,2349,1,1,3.249773,CALCULATED,2.249773
CSTPTY2606004413,PTY,PTY 75/72/RND/DSD/SIM/DH/N/1/Z,32757,CSTPOY2606003443,POY,3530,1,1,3.248897,CALCULATED,2.248897
CSTPTY2606005164,PTY,PTY 75/72/RND/DSD-DSD/HIM/DH/N/2/Z,27729,CSTPOY2606003433,POY,3520,1,1,3.248762,CALCULATED,2.248762
CSTPTY2606003081,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30827,CSTPOY2606002272,POY,2359,1,1,3.247380,CALCULATED,2.247380
CSTPTY2606003085,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30831,CSTPOY2606002268,POY,2355,1,1,3.246981,CALCULATED,2.246981
CSTPTY2606001187,PTY,PTY 75/36/RND/DSD/SIM/DH/N/1/Z-FOOD GRADE,9074,CSTPOY2606002329,POY,2416,1,1,3.245486,CALCULATED,2.245486
CSTPTY2606003084,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30830,CSTPOY2606002269,POY,2356,1,1,3.244789,CALCULATED,2.244789
CSTPTY2606003044,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30790,CSTPOY2606002282,POY,2369,1,1,3.244789,CALCULATED,2.244789
CSTPTY2606003076,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30822,CSTPOY2606002284,POY,2371,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606001181,PTY,PTY 75/36/RND/DSD/SIM/DH/N/1/Z-FOOD GRADE,9068,CSTPOY2606002295,POY,2382,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606003077,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30823,CSTPOY2606002283,POY,2370,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606003049,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30795,CSTPOY2606002318,POY,2405,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606001613,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9500,CSTPOY2606002345,POY,2432,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606001611,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9498,CSTPOY2606002343,POY,2430,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606001612,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9499,CSTPOY2606002344,POY,2431,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606001614,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9501,CSTPOY2606002346,POY,2433,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606001615,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9502,CSTPOY2606002347,POY,2434,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606001616,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9503,CSTPOY2606002348,POY,2435,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606001168,PTY,PTY 75/36/RND/DSD/HIM/DH/N/1/Z,9055,CSTPOY2606002263,POY,2350,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606003065,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30811,CSTPOY2606002302,POY,2389,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606003066,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30812,CSTPOY2606002301,POY,2388,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606003072,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30818,CSTPOY2606002290,POY,2377,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606003073,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30819,CSTPOY2606002289,POY,2376,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606001177,PTY,PTY 75/36/RND/DSD/HIM/DH/N/1/Z,9064,CSTPOY2606002307,POY,2394,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606001618,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9505,CSTPOY2606002350,POY,2437,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606005067,PTY,PTY 75/36/RND/DSD/LIM/DH/N/1/Z,33563,CSTPOY2606002287,POY,2374,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606005066,PTY,PTY 75/36/RND/DSD/LIM/DH/N/1/Z,33562,CSTPOY2606002263,POY,2350,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606003059,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30805,CSTPOY2606002307,POY,2394,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606001619,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9506,CSTPOY2606002351,POY,2438,1,1,3.244490,CALCULATED,2.244490
CSTPTY2606004350,PTY,PTY 75/72/RND/DSD/IM/DH/N/1/Z,32694,CSTPOY2606003440,POY,3527,1,1,3.243913,CALCULATED,2.243913
CSTPTY2606004411,PTY,PTY 75/72/RND/DSD/SIM/DH/N/1/Z,32755,CSTPOY2606003439,POY,3526,1,1,3.243913,CALCULATED,2.243913
CSTPTY2606004408,PTY,PTY 75/72/RND/DSD/SIM/DH/N/1/Z,32752,CSTPOY2606003441,POY,3528,1,1,3.243913,CALCULATED,2.243913
CSTPTY2606004409,PTY,PTY 75/72/RND/DSD/SIM/DH/N/1/Z,32753,CSTPOY2606003440,POY,3527,1,1,3.243913,CALCULATED,2.243913
CSTPTY2606004346,PTY,PTY 75/72/RND/DSD/IM/DH/N/1/Z,32690,CSTPOY2606003439,POY,3526,1,1,3.243913,CALCULATED,2.243913
CSTPTY2606001610,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9497,CSTPOY2606002342,POY,2429,1,1,3.242497,CALCULATED,2.242497
CSTPTY2606001601,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,9488,CSTPOY2606002332,POY,2419,1,1,3.242497,CALCULATED,2.242497
CSTPTY2606003080,PTY,PTY 75/36/RND/DSD/NI/DH/N/1/Z,30826,CSTPOY2606002273,POY,2360,1,1,3.242198,CALCULATED,2.242198
CSTPTY2606001170,PTY,PTY 75/36/RND/DSD/HIM/DH/N/1/Z,9057,CSTPOY2606002276,POY,2363,1,1,3.241501,CALCULATED,2.241501
CSTPTY2606006387,PTY,PTY 75/36/RND/SD-AMB/NI/DH/N/1/Z,34452,CSTPOY2606003976,POY,27475,1,1,3.241399,CALCULATED,2.241399
