cmbh_sys_id,mb_name,cmbi_sys_id,composition_pct,sum_sekarang,sum_setelah,legacy_group,group_code_target,group_head_id_target
20241004279,MGT NEWRY BN 6628 N-D-03671-B,20241026252,25,75.000,100.000,202208630,202007188,87c48292-8a1e-4f7d-ab1c-1db31556ebfc
20241204383,MGT NEWRY BN 6628-D-03671-B,20241226686,25,75.000,100.000,202208630,202007188,87c48292-8a1e-4f7d-ab1c-1db31556ebfc
20250804838,MGT IXORA RD 3431--B,20250832177,35,65.000,100.000,202208630,202007188,87c48292-8a1e-4f7d-ab1c-1db31556ebfc
20250804886,MGT ZENBU RD 3426-D-04141-B,20250832425,59.58,40.420,100.000,202208630,202007188,87c48292-8a1e-4f7d-ab1c-1db31556ebfc
