mbs_oracle_sys_id,spin_name,mbs_ldr_calculated_pct,mbs_run_ldr_pct,adjustment_yang_diusulkan
202308410,CHIPMUNK BN BR,1.5000,1.6500,0.1500
202308411,LIZZY GN BR,3.5000,4.0000,0.5000
202308412,MORALE BN BR,2.0000,2.3000,0.3000
202308413,BUFFED BN BR,2.0000,2.2000,0.2000
202308414,KAYAK GN BR,1.5000,2.3000,0.8000
202308415,WIZZY BL BR,2.0000,2.3000,0.3000
202308416,DASCHUND BN BR,1.5000,1.3500,-0.1500
202308417,FINLAND GY BR,2.0000,2.3600,0.3600
202308418,FUSE GY BR,1.5000,1.8000,0.3000
202308420,IGUANA GN BR,1.5000,3.5000,2.0000
202308421,CHARLA BL BR,1.3500,1.4500,0.1000
202308427,SECA CM BR,2.0000,2.5000,0.5000
202308428,SHOES BN,2.0000,1.6500,-0.3500
202309437,WIDOW PL,2.7000,2.5000,-0.2000
202309483,ENCHY RD,4.0000,4.4000,0.4000
202309485,RECORD BL BR,2.1500,2.1000,-0.0500
202309487,TAHITI BL,1.5000,1.4700,-0.0300
202309488,TAPE RD,2.1600,2.2300,0.0700
202309489,ARENA BL,1.5000,1.8500,0.3500
202309490,ST LUCIA BL,1.5000,1.5800,0.0800
202309491,SHOES BN BR,1.5000,1.6800,0.1800
202309492,CIGNON CM BR,1.0000,0.9000,-0.1000
202309493,BEIGE,1.4800,1.2000,-0.2800
202309494,SEAWEED GREEN BR,1.0900,0.9500,-0.1400
202309495,DAMSON BROWN BR,1.8400,2.4000,0.5600
202309501,FANTASY GY BR,1.7300,2.0000,0.2700
202309502,ALIMA GY,2.5000,2.1000,-0.4000
202309503,FLEXI BL,3.0000,3.1000,0.1000
202309504,PANDE GY,2.0000,1.8800,-0.1200
202309505,BULL MN,5.0000,5.4000,0.4000
202309506,IWASA BL,2.5000,2.7300,0.2300
202310513,BILIK GY,1.5000,1.9200,0.4200
202310514,SPURS WT,1.5000,1.4500,-0.0500
202310516,PAPRIKA MN BR,3.1500,3.4500,0.3000
202310519,XENIA ORANGE BR,1.6600,2.1700,0.5100
202310520,CALESTIA GREEN BR,1.2900,1.1200,-0.1700
202310528,ALIMA GY,2.5000,1.8000,-0.7000
202310529,VIOLET BR,1.7200,1.2000,-0.5200
202310530,MULTI BLUE BR,1.5000,1.7300,0.2300
202310531,NUANSA BL BR,1.6500,1.3500,-0.3000
202310532,BLUE BELL BR,1.0300,0.9700,-0.0600
202310533,TUNIC MN BR,1.7500,1.5000,-0.2500
202310534,SATYA BL-02,6.0000,5.6500,-0.3500
202310536,SCRIPT GY,4.0000,1.9200,-2.0800
202311545,DARK WINE,2.3400,3.0600,0.7200
202311548,CARMINE PL-01,2.0000,1.8400,-0.1600
202311551,CLOUD WT,1.5000,1.2800,-0.2200
202311552,DARK WINE BR,2.3400,2.3000,-0.0400
202311553,FLASH GY,1.0000,2.0000,1.0000
202312562,GECKO GY,2.0000,2.1000,0.1000
202312565,TORSO BL,4.0000,3.7800,-0.2200
202312566,PARFAIT PINK,1.0000,1.2700,0.2700
202312572,ROSARIO PK,2.0000,2.2400,0.2400
202312599,MARBLE PL,1.5000,2.1200,0.6200
202312600,HALIOS BG,2.0000,2.1000,0.1000
202312601,FADED BL,3.0000,3.1500,0.1500
202312602,HELENA GY,3.0000,3.8000,0.8000
202401607,UDON BG,2.0000,2.1000,0.1000
202401608,RICH GOLD BR,2.2000,1.5700,-0.6300
202401609,HEAT RD,4.5000,5.1500,0.6500
202401611,SAVANA GY,2.0000,2.1000,0.1000
202401615,TECHNO YW,2.0000,1.8500,-0.1500
202402626,ZETA BL,6.0000,6.4000,0.4000
202402627,CRIMSON RD,5.0000,5.8000,0.8000
202402629,STEALTH GY,1.5000,1.5500,0.0500
202402631,SUNKIST OG,3.0000,2.8000,-0.2000
202403634,RENATO MN,5.0000,5.5000,0.5000
202403635,MIDNIGHT BL,6.0000,6.5000,0.5000
202403636,EGYPTIAN BL,5.0000,6.0000,1.0000
202403637,RIPE YW,2.0000,2.4000,0.4000
202403639,SPIDER BK,5.0000,6.0000,1.0000
202403640,VELVET RD,4.5000,5.0000,0.5000
202403644,TRAFIC BL,2.4000,2.4600,0.0600
202403645,RECENT GY,1.8000,2.0000,0.2000
202403647,TOMB BK,4.0000,4.8000,0.8000
202403650,MINERAL GN,3.0000,3.6200,0.6200
202403652,CAMP GY,2.0000,2.6000,0.6000
202403653,SHIELD BL,6.3000,6.0000,-0.3000
202403654,COLOSSAL BL,3.5000,3.9000,0.4000
202403655,MONTY GY,1.3600,1.5700,0.2100
202404671,WICKED GN,4.0000,4.2000,0.2000
202404672,LIGHT STEEL GRAY,2.0000,3.3000,1.3000
202404675,SABAH YW,1.9000,2.5000,0.6000
202404676,WORTEL OG,1.6600,2.8000,1.1400
202404677,ZANETTI RD,1.8000,2.2500,0.4500
202404678,THUMB BL,2.6500,4.3000,1.6500
202404679,JOHOR BL,2.5000,3.2000,0.7000
202404681,LALU GY AT,2.5000,2.2000,-0.3000
202404682,MIDLAND GY AT,2.0000,1.9000,-0.1000
202404690,LYCAN RD BR,4.0500,5.0000,0.9500
202405691,DAGGER GN,3.6700,4.3000,0.6300
202405692,DUCIA BG,2.0000,1.6400,-0.3600
202405693,SOCOTRA BG,1.5000,1.2300,-0.2700
202405697,BONITO BG,1.5000,1.2300,-0.2700
202405698,WALDEN CM,1.5000,1.2300,-0.2700
202405699,GALLON BG,1.5000,1.2300,-0.2700
202405702,FOLK GN,5.0000,4.1000,-0.9000
202405703,LORE GN,1.0000,1.8200,0.8200
202405704,ITALIAN BL,2.0000,1.8500,-0.1500
202405705,MACH GY,2.0000,1.6400,-0.3600
202405706,BASS BL,2.0000,1.6400,-0.3600
202405708,JHONSON GY,2.0000,1.6400,-0.3600
202405709,MARLIN BL,2.0000,1.6400,-0.3600
202405710,ASSAULT GY,1.0000,0.8200,-0.1800
202405711,GARMENT BL,1.5000,1.5500,0.0500
202405712,PUDDLE PL,5.0000,4.8000,-0.2000
202405713,PENIDA BL,2.0000,2.2000,0.2000
202405714,CHASER GY,3.0000,2.4600,-0.5400
202405715,REEF RD BR,5.0000,5.0900,0.0900
202405716,MORALE BN,2.0000,1.8800,-0.1200
202405717,BUFFED BN,2.0000,1.8000,-0.2000
202405718,CHIPMUNK BN,1.5000,1.3500,-0.1500
202405719,DASCHUND BN,1.5000,1.1100,-0.3900
202405720,FINLAND GY,2.0000,1.9300,-0.0700
202405721,FUSE GY,1.5000,1.4700,-0.0300
202405723,BLACK BK,3.5700,2.9500,-0.6200
202405724,SOLAR RD,3.5000,3.7000,0.2000
202406728,CLARK GY,1.5000,1.5500,0.0500
202406729,PRESCOTT GN,1.5000,1.7500,0.2500
202406730,AMERICANO BN,3.0000,3.2000,0.2000
202406731,NAMIA BL,3.5000,2.6200,-0.8800
202406732,ALOE GN,3.0000,3.3000,0.3000
202406733,BATATA BG,1.5000,1.5900,0.0900
202406736,SHOJI BN,2.0000,2.1000,0.1000
202406737,FAWN CM,1.5000,1.6000,0.1000
202406748,SEATTLE BL,1.5000,1.7500,0.2500
202406750,ZORA BN,1.5000,1.3400,-0.1600
202406751,RAFA RD,3.5000,3.7000,0.2000
202407771,CAPUCCINO BEIGE BR,1.1000,1.5100,0.4100
202407776,ARSENE RD BR,2.3000,2.2700,-0.0300
202407777,DREAM BL BR,1.5000,1.5300,0.0300
202407778,CHINOOK GN,2.0000,1.8500,-0.1500
202407781,LOUI BG,1.0000,1.0500,0.0500
202407782,PARRA BL,3.0000,2.6000,-0.4000
202407805,GENTIAN PL,3.0000,4.1800,1.1800
202407808,BISCOFF BN,2.0000,2.2000,0.2000
202407809,ANURA GN,4.0000,4.1800,0.1800
202407810,RICKSAW GY,3.0000,3.1200,0.1200
202408832,OLANA BN,3.0000,3.3000,0.3000
202408835,PAULIE GN,2.0000,2.3000,0.3000
202408836,ALICHA BL,4.0000,3.8000,-0.2000
202408840,ARMY BROWN,3.0000,3.4000,0.4000
202408841,PERTH GN,3.0000,2.7500,-0.2500
202408842,GLASGLOW BL BR,4.0000,4.2500,0.2500
202408844,DERBY RD,4.5000,5.0000,0.5000
202408846,CLAVA BL,4.5000,4.6200,0.1200
202408847,HELMARA GY,3.0000,2.8500,-0.1500
202408849,KARANA RD,3.0000,3.0700,0.0700
202408852,COLDIAC BN,4.0000,4.5000,0.5000
202408853,SEELE BG BR,2.0000,2.3000,0.3000
202408854,GWEN BG BR,2.0000,2.2000,0.2000
202408855,SASSARI BL,3.0000,3.2000,0.2000
202408856,BARLETTA BL,1.0000,1.2000,0.2000
202408857,DERAS GY,2.0000,2.1400,0.1400
202408858,GLETSER FBR,1.5000,1.1500,-0.3500
202408859,UDON BG BR,2.0000,2.6700,0.6700
202408860,LUCCA GY,3.0000,3.3500,0.3500
202408861,GROSSETO GY,2.0000,2.1600,0.1600
202409862,MIX FBR,1.5000,1.1500,-0.3500
202409874,UV-BLACK,3.5700,5.3000,1.7300
202409876,OSHEA PL,2.0000,2.2400,0.2400
202409881,ETHYS GY,2.0000,2.1400,0.1400
202409882,ORCUS GY,2.0000,2.1000,0.1000
202409884,SYCA BL,4.3000,5.2000,0.9000
202409930,QUILYN BN,2.0000,2.3300,0.3300
202409931,ANGEL GY,1.0000,1.2200,0.2200
202409932,JANESHA CM,1.0000,1.1000,0.1000
202409933,AVARIELE BN,2.0000,1.8200,-0.1800
202409936,UCILA GY,2.0000,1.9200,-0.0800
202410941,LIGHT BROWN,2.0000,2.1300,0.1300
202410942,BALLAD BEIGE BR,1.0200,1.6300,0.6100
202410943,CYRUS GY,1.5000,1.6500,0.1500
202410946,CHEWY BG,2.0000,2.4500,0.4500
202410947,FLINT GY,2.0000,2.3000,0.3000
202410948,BIRCH BN,2.0000,2.1700,0.1700
202410949,TERMITE GY,2.0000,2.1000,0.1000
202410950,MOCCASIN BG,2.0000,2.5400,0.5400
202410951,EUGINE GY,2.0000,1.8800,-0.1200
202410952,KAWA BN,4.0000,4.2000,0.2000
202410962,DESTINY BK-01,6.0000,5.6200,-0.3800
202410970,DELIA GN-01,1.7000,1.5400,-0.1600
202410972,ELECTRIC BL,1.5000,2.5400,1.0400
202410973,FLORIDA GN BR,2.6000,3.3000,0.7000
202410974,WOLFY BL,3.1000,3.7700,0.6700
202410975,FLATER OG,4.0000,4.2000,0.2000
202410976,CENTA BL-01,2.0000,1.7500,-0.2500
202410979,FUME GN,2.0000,2.2500,0.2500
202410980,EROSA PK,2.0000,2.3400,0.3400
202410981,VARY GN,3.0000,3.5500,0.5500
202410982,SHIKO PL,2.0000,1.8000,-0.2000
202410984,FUROS GN,5.0000,5.5000,0.5000
202410985,RIOT YW,2.0000,2.2000,0.2000
202410990,LILIAN BN-01,3.0000,3.4000,0.4000
202410992,VEIL BN,2.0000,2.1000,0.1000
202410994,ATLANTIC BLUE,2.0000,2.1000,0.1000
202411001,PRISMA BG,1.5000,2.1000,0.6000
202411002,TERRINE GN BR,3.0000,2.9600,-0.0400
202411003,WONDER BG BR,2.6000,2.8000,0.2000
202411004,LODEN GN,2.2000,2.6000,0.4000
202411006,GARNI GN,2.8000,2.6500,-0.1500
202411007,JAMES GY BR,2.0000,1.8800,-0.1200
202411015,SUNSET OG,1.8000,1.5500,-0.2500
202411037,DEMOS BL,2.0000,1.7000,-0.3000
202411043,CHRIS BN BR,2.0000,2.2000,0.2000
202411044,AGAVE GN,4.0000,3.8000,-0.2000
202411045,ANUA GN,4.0000,3.8300,-0.1700
202411046,BARIE BL,3.0000,3.1000,0.1000
202411047,TOFFEE B,4.0000,4.2200,0.2200
202411048,META GN,4.0000,4.1700,0.1700
202411050,LEGEND BN,2.0000,2.2000,0.2000
202411051,WHEAT BG,2.0000,2.3000,0.3000
202411995,WITCH BN BR,2.3000,2.4500,0.1500
202411996,SINCO BG BR,2.0000,2.3400,0.3400
202411999,OURKE BN BR,2.0000,2.5600,0.5600
202412056,FROZE BL BR,3.0000,3.5500,0.5500
202412057,DAWN GY BR,1.1500,1.4300,0.2800
202412058,SHIELD BL,6.0000,5.8500,-0.1500
202412059,GOLDEN YELLOW BR,2.5000,1.2300,-1.2700
202412061,STARRY BL,2.8000,2.6800,-0.1200
202412062,SATURN BN,2.0000,2.1000,0.1000
202412063,SOLAR RD,4.0000,4.4500,0.4500
202412065,SONYA OG,2.0000,2.0500,0.0500
202412070,MELIGIA BL,5.0000,5.8000,0.8000
202412071,SOUL GN,2.0000,2.2000,0.2000
202412072,NEETH BL,2.0000,1.8000,-0.2000
202412074,NATO BG BR,2.0000,2.0500,0.0500
202412077,TONARI BG,1.5000,1.9800,0.4800
202501079,SULPHUR YW,1.5000,1.2500,-0.2500
202501096,JARDIN GY,2.0000,2.3000,0.3000
202501097,GOSPEL CM,1.5000,1.7200,0.2200
202501104,MISO OG BR,2.0000,1.9000,-0.1000
202501105,KUDAN PL BR,3.0000,3.3100,0.3100
202501106,QUARTZ GN BR,3.0000,3.0800,0.0800
202501107,ARON BN BR,2.0000,2.0500,0.0500
202501109,COPPEN PK BR,2.0000,2.0500,0.0500
202501134,NATUNA BL,2.0000,2.2000,0.2000
202501138,HALLWAY BG,2.0000,2.3100,0.3100
202501144,POMPOUS PL,4.0000,4.1500,0.1500
202501151,NOCTIS BL,2.0000,2.1500,0.1500
202501165,JUICY BN,1.5000,1.9300,0.4300
202501166,CHIA GY,1.5000,1.9000,0.4000
202501171,DAZZLE BN BR,2.0000,2.1600,0.1600
202502172,SILKY WT,1.5000,1.6200,0.1200
202502173,ALYSSUM WT,1.5000,1.4000,-0.1000
202502183,ALGO GY AT,2.0000,1.8000,-0.2000
202502187,FLORIDA GN BR,2.6000,3.6190,1.0190
202502188,DOPE BLUE BR,1.8200,3.1400,1.3200
202502190,BLAGE BLUE,1.8000,1.9000,0.1000
202502191,BLOOD RED,4.1500,4.1700,0.0200
202502193,MISHA WT,2.0000,1.3000,-0.7000
202502198,HASHIMA BG BR,2.0000,2.2000,0.2000
202502204,COLDIAC BN BR,4.0000,4.5000,0.5000
202502205,CHIEF BL,2.5500,2.3000,-0.2500
202502206,FROST BK UV,8.0000,7.8000,-0.2000
202502207,FROST BK UV,8.0000,7.8000,-0.2000
202503208,MANDARIN OG,3.0000,3.1600,0.1600
202504223,WAFFLE CM,2.0000,1.7000,-0.3000
202504225,BARNEA GY-02,3.0000,3.4000,0.4000
202504226,HOSTE PL,2.0000,2.1600,0.1600
202504232,CENTAURA BL,2.0000,2.7200,0.7200
202504234,ALIKA PK,2.0000,1.7500,-0.2500
202504236,EMILY YW,2.0000,2.2500,0.2500
202504237,CARTAGENA GY,3.0000,2.7000,-0.3000
202504238,MADA GN BR,2.0000,1.9600,-0.0400
202505239,TENSAI GY,2.0000,2.3000,0.3000
202505240,LIGHT BROWN BR,2.0000,2.1300,0.1300
202505241,HERON BL BR,4.5000,4.0000,-0.5000
202505243,BEAN CREAM,1.6000,1.3300,-0.2700
202505244,SPINACH GREEN,3.4500,2.5300,-0.9200
202505245,POMPOUS PL,4.0000,4.1500,0.1500
202505246,ZETA BL,4.2700,4.6900,0.4200
202505247,ALYSSUM WT,0.9500,1.0000,0.0500
202505249,GRAFFITI BK,3.4000,3.8000,0.4000
202505250,KUSA GN,6.0000,3.0000,-3.0000
202505251,BUTTER BG,1.4300,1.5700,0.1400
202505252,VICTORY GN,3.0000,2.8200,-0.1800
202505254,STORMY BN,6.0000,6.3300,0.3300
202505255,KATNISS GN,5.0000,4.2000,-0.8000
202505257,MIKO GY,1.5000,2.4800,0.9800
202505259,MALFOY OG,5.0000,5.2100,0.2100
202505262,YODA BK,6.0000,6.2200,0.2200
202505263,CARPA BL-02,5.0000,5.5000,0.5000
202505265,CHEETO GN,5.0000,4.4600,-0.5400
202505267,POCO GN-01,5.0000,4.4000,-0.6000
202505268,SMORES WT,2.0000,2.1000,0.1000
202505275,TACO BN,5.0000,5.2500,0.2500
202505276,KAZE MN,5.0000,4.0000,-1.0000
202505278,CHURO BG,3.0000,3.3000,0.3000
202505279,MUYLDER GN,5.5000,5.2800,-0.2200
202505283,TINKER BL,1.5000,1.4200,-0.0800
202505284,LUDWIG GN-02,4.0000,4.2500,0.2500
202505285,HARLEY PK,2.0000,2.1500,0.1500
202505287,NEO BL,2.0000,2.1200,0.1200
202505291,WIGGLY GN,3.0000,3.3000,0.3000
202505292,WOBBLE OG,4.0000,3.2500,-0.7500
202506297,SANSA OG,4.0000,3.4000,-0.6000
202506299,LUFFY GN,3.5000,3.2000,-0.3000
202506301,NOBU YW,2.5000,2.1500,-0.3500
202506303,ARATA RD,3.0000,2.7500,-0.2500
202506304,DOBBY BL,2.5000,2.2500,-0.2500
202506306,BEATRIX GN,6.0000,5.0000,-1.0000
202506309,KARAS BG,1.5000,1.6200,0.1200
202506315,SEMAI BG,1.5000,1.6000,0.1000
202506316,LOGOS BN,5.0000,5.4000,0.4000
202506318,LICORICE BK,5.0000,4.7000,-0.3000
202506319,RADISH RD,4.0000,3.9700,-0.0300
202506321,VINEGAR OG,2.0000,1.9800,-0.0200
202506323,SPIRAL BL,5.0000,4.2500,-0.7500
202506324,ALTIS BL-02,4.0000,3.9700,-0.0300
202506332,ROCHER GY-01,1.5000,1.6200,0.1200
202506347,CHARM BL-02,4.0000,3.4000,-0.6000
202506350,SKITTLE BL,3.5000,3.6500,0.1500
202506351,SUSHI PK,2.0000,1.9800,-0.0200
202506357,SAMAKI BL,6.0000,6.2000,0.2000
202506359,FICUS GN,2.0000,1.9800,-0.0200
202506365,LAVA BN,3.5000,3.3200,-0.1800
202506366,CARTAGENA GY,2.0000,2.7000,0.7000
202506369,TARRE CM,2.0000,2.5400,0.5400
202506370,CHOTA BG,2.0000,2.5400,0.5400
202507372,WHEAT BEIGE,2.0000,2.3000,0.3000
202507373,HUSK GY,2.0000,2.1000,0.1000
202507374,CLARKIA BN,2.5000,2.8500,0.3500
202507376,PLUMERIA PL,3.0000,2.7000,-0.3000
202507377,RITRO PL,2.0000,1.7500,-0.2500
202507392,MIRIN YW,2.0000,1.9800,-0.0200
202507397,BINGSU PL,2.5000,2.2000,-0.3000
202507398,LEONY BL,2.0000,2.0800,0.0800
202507425,CALIX BG-03,2.0000,1.8700,-0.1300
202507426,KEKAI BN,3.1200,2.7100,-0.4100
202507427,CEREN BN,5.0000,5.3000,0.3000
202507428,CHROMA BK AT,6.0000,6.5000,0.5000
202507430,LAND BROWN,3.0000,2.8500,-0.1500
202507431,PANCY BL BR,2.1000,3.0300,0.9300
202508435,HIMERU BN,6.0000,6.1600,0.1600
202508436,TRELLIS BN,3.0000,2.4500,-0.5500
202508437,TURBO GY AT,2.0000,2.2200,0.2200
202508438,VOLTA GY AT,2.0000,2.0800,0.0800
202508439,ORBITAL GY AT,1.5000,1.4500,-0.0500
202508440,ASTRO GY AT,1.5000,1.1500,-0.3500
202508459,MIAMI BL-02,1.0400,1.0000,-0.0400
202508461,IXORA RD,4.3200,4.3000,-0.0200
202508462,LOREN BL BR,2.0000,2.6300,0.6300
202508464,FELIN BL BR,2.0000,2.0500,0.0500
202508465,CALYRA CM BR,2.0000,2.3000,0.3000
202508466,HADLEY BG,3.0000,2.9400,-0.0600
202508467,AURALIS BG BR,2.0000,2.0500,0.0500
202508476,TWISTER GN,2.0000,2.1200,0.1200
202508477,GERBERA BN,3.0000,2.7500,-0.2500
202508478,UBE PL,2.0000,1.5000,-0.5000
202508479,POMA CM BR,2.0000,1.5000,-0.5000
202509481,TETRA GN BR,3.0000,3.3000,0.3000
202509482,TOSCA GREEN,4.3000,4.0000,-0.3000
202509484,DARLA YW,2.0000,2.1000,0.1000
202509485,BEAUTY BL,2.5000,2.3700,-0.1300
202509486,TEAK BROWN,1.2000,1.1000,-0.1000
202509487,JUTE BROWN,2.5000,2.8300,0.3300
202509494,GLITCH BG,2.0000,2.1000,0.1000
202509512,GRENADE BN,2.0000,1.8500,-0.1500
202509526,ASTURO PL BR,3.0000,3.2500,0.2500
202509529,AMARI GY,2.0000,2.1000,0.1000
202509530,PIETRA GY,2.0000,2.3000,0.3000
202509534,SHOES BN BR,1.5000,1.4500,-0.0500
202509536,CLASSIC BLUE,2.6500,3.5700,0.9200
202509537,LUMINOUS GY,2.0000,1.6500,-0.3500
202509538,CHELONE GY,2.0000,1.9600,-0.0400
202509540,MORISH GY,2.0000,2.0300,0.0300
202509542,BETTA CM,2.0000,1.2500,-0.7500
202509543,AKITA BG,2.0000,1.5500,-0.4500
202509548,METAL BROWN,1.8000,3.2500,1.4500
202509549,ONSEN BL BR,5.0000,6.0000,1.0000
202509550,MEDAL GY,2.0000,2.3200,0.3200
202509551,KIBO BL,6.0000,4.6000,-1.4000
202510555,PURIN WT,2.0000,2.1500,0.1500
202510567,CILANTRO GN BR,2.0000,2.2000,0.2000
202510568,MONATA BL,2.4000,2.3200,-0.0800
202510569,TUNIC MN,1.7500,1.4200,-0.3300
202510570,NUANSA BL,1.6500,1.1500,-0.5000
202510571,PHERION BK AT,3.0000,2.7800,-0.2200
202510572,THEO GY BR,2.0000,1.4400,-0.5600
202511575,FG BLUNT YW,2.0000,1.9000,-0.1000
202511583,KEKAI BN BR,3.1200,2.6600,-0.4600
202511584,CLEAN GY BR,0.9800,0.7100,-0.2700
202511587,CIVITA BN,2.0000,1.8500,-0.1500
202512615,SPLATTER BK,12.0000,4.0000,-8.0000
202512616,SPLATTER BK,12.0000,6.0000,-6.0000
202512623,SHOES BN BR,1.5000,1.4400,-0.0600
202512626,ROSE BROWN,2.3000,3.9600,1.6600
202512662,PINEAPPLE YELLOW BR,1.3200,1.9000,0.5800
202601663,CYAN BLUE BR,1.3000,1.0900,-0.2100
202601664,IMPRES BL,2.3000,2.0800,-0.2200
202601673,LORICA BL BR,2.0000,2.5000,0.5000
202601693,DETROIT BL,2.0000,2.1000,0.1000
202601694,HOLLAND GY,1.8000,1.7700,-0.0300
202601695,PALMER BN,2.3000,2.3700,0.0700
202601696,SHELBY GY AT,2.0000,1.8000,-0.2000
202601701,AVON GY AT,2.0000,1.5500,-0.4500
202601702,BONAIR GY AT,2.0000,1.7400,-0.2600
202601703,WAGE BL FD,3.0000,5.0000,2.0000
202601706,CHILLY RED,5.0000,4.7100,-0.2900
202602707,DOLPHIN BLUE,3.0000,3.3000,0.3000
202602710,LEVIN MN,5.0000,5.5000,0.5000
202602719,ORELY YW,2.0000,1.7000,-0.3000
202602720,KEARTA GN,4.0000,3.8700,-0.1300
202602739,SERENE BL AT,2.0000,2.0500,0.0500
202602742,ELIXIR OG,2.5000,2.6200,0.1200
202602743,VELOUR PL,3.0000,2.5000,-0.5000
202602745,OCTARIN BL,2.0000,1.5000,-0.5000
202602752,CLAUDE PK BR,2.0000,2.5000,0.5000
202602753,SARAS GY,2.0000,2.1000,0.1000
202602755,ROGER GY BR,2.0000,2.5000,0.5000
202602756,NAKO BG BR,2.0000,2.5000,0.5000
202603758,BENING WT BR,1.0000,1.7000,0.7000
202603761,VINYL GY,2.0000,1.9500,-0.0500
202603798,KAIRAV DARK GY,4.0000,5.5000,1.5000
202603799,RUBY MAROON BR,2.3000,2.2200,-0.0800
202603800,RUBY MAROON BR,2.3000,3.0000,0.7000
202603802,MEDIO CM,2.0000,1.6600,-0.3400
202603804,GIRI BN,3.4000,3.4500,0.0500
202603805,MORI GY,3.4500,3.4000,-0.0500
202604812,PARIS BG,1.8500,1.9100,0.0600
202604813,SOOTH BL,2.0000,1.9000,-0.1000
202604828,POVILO CM BR,2.0000,2.3000,0.3000
202604869,SWARNA BG,1.5000,1.6100,0.1100
202605873,GAMBILIA MN,4.0000,3.4000,-0.6000
202605876,ESCARLATA RD,5.0000,4.6000,-0.4000
202605884,AGRO GN BR,4.0000,5.0000,1.0000
202605886,STELLA BL BR,1.8200,2.1600,0.3400
202605887,KREMLIN RD BR,1.8000,2.2900,0.4900
202605888,ABSOLUTE BLUE,1.8000,1.9100,0.1100
202605890,TANDORI BN BR,2.5000,1.7900,-0.7100
202605891,CYAN BLUE BR,1.3000,1.1200,-0.1800
202605892,FIRDAUS GREEN BR,1.6000,1.4500,-0.1500
202605906,VALLETA BG,1.5000,1.8200,0.3200
202606907,GOTHAM GY BR,1.4000,2.4700,1.0700
202606922,TROYE PL,2.0000,1.7900,-0.2100
202606923,SAMAR BL,2.0000,1.8500,-0.1500
202606924,ESTAS GY,2.0000,2.8000,0.8000
202606925,LEGAL GY,1.5000,1.5200,0.0200
202606927,ARMOR GY BR,1.8000,2.0500,0.2500
