group_head_period_id,period,group_head_id,flag_valuation,flag_marketing,flag_simulation,init_val_valuation,init_val_marketing,init_val_simulation,updated_at,updated_by
785263cd-bd0f-4872-b94f-a81593fbd03c,202608,78f92869-93a5-4c41-a58a-123693de1124,CONS,CONS,CONS,,,,,
93e9c0b7-da2a-4bf1-8a01-677f5f9dd28c,202608,7a1b8941-bda5-4cbe-a59b-6770b378f332,CONS,CONS,CONS,,,,,
32ddb91f-82f0-4df7-b67e-858412384452,202608,7a30ef7f-e4b8-4971-aa5b-1c0aefd400c6,CONS,CONS,CONS,,,,,
7ba13cad-c1bb-48f3-8b44-87244cb8c8fc,202608,7a9f7a9d-e831-4b6a-a851-04433f855082,CONS,CONS,CONS,,,,,
87787788-0913-4551-bf87-0c93d3f7b854,202608,7b1a3f37-0990-4e48-b997-ea6a5b846e72,CONS,CONS,CONS,,,,,
c6e91596-eb34-403f-b0bb-c62c5751690f,202608,7bb0b1aa-3195-4191-9ed8-f4ea4aa355a8,CONS,CONS,CONS,,,,,
c79fa7c5-0079-43d6-a955-121467ffb004,202608,7c00bfc0-b9a0-4a5f-9e90-7c4a6cde71f0,CONS,CONS,CONS,,,,,
69535afb-fda1-42fb-b409-6f42fdc904c5,202608,7c49ce99-b517-45c1-9328-841c2eb3bebc,CONS,CONS,CONS,,,,,
1e4665f1-ce93-43da-87c0-64014ec8ab7d,202608,7d935df4-0d80-4616-8698-797105e9e828,CONS,CONS,CONS,,,,,
efe740d3-a2ad-469e-932d-d0d8e1482370,202608,7e9df6ab-65b9-4beb-97f3-4bd820e60080,CONS,CONS,CONS,,,,,
50192f74-a133-4268-b78f-219925e82b91,202608,7f543b6f-e865-4a34-8eea-1256052ec10e,CONS,CONS,CONS,,,,,
03c17275-8cbd-4b6b-82c5-f1fb62a6638b,202608,7f6d72d3-9402-4d7b-b898-2b567661077a,CONS,CONS,CONS,,,,,
b69aab41-b7b1-4b99-922a-839dec324b65,202608,7fbf75e1-61f7-4022-b22b-47f1048ff526,CONS,CONS,CONS,,,,,
0908738e-7a25-4de1-9faf-d9e58182b9e0,202608,80041153-e4fe-4538-a601-4c737bc4d914,CONS,CONS,CONS,,,,,
ef4dbce4-344e-42d6-828c-f7c739eb0f2b,202608,81feb4e9-5bf2-4759-b9c7-8b62c959aee1,CONS,CONS,CONS,,,,,
54215765-c4fd-40c8-84a9-29313cb097d8,202608,83896611-3a90-4ace-85b3-0c138a597fd0,CONS,CONS,CONS,,,,,
6f4faa75-343e-4e25-9b7c-c6800b6c1595,202608,8497d915-af35-416f-bfbe-f30d0eada466,CONS,CONS,CONS,,,,,
b9e897af-2df3-4f8f-930b-0e758ac2791f,202608,84a1d29c-f24e-4def-ab9a-150cc1e1713c,CONS,CONS,CONS,,,,,
81c521a1-de18-4f9a-ba31-af0c8a94d0c7,202608,865e73fb-3871-4a7a-99c9-825a4e39fb8e,CONS,CONS,CONS,,,,,
c892dc2f-74d2-49bc-89a3-3ed32cdbeec9,202608,86b4c6df-db41-46de-a512-87a37c466407,CONS,CONS,CONS,,,,,
e80d939d-933b-4a80-bbc4-911464891eb0,202608,86d11916-5e24-4d28-90fd-71bf396dae43,CONS,CONS,CONS,,,,,
